NLC,"Entries  Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
1543,146682,364223,612667.5,117642,383628,612351.5,2237194
5140,3790,6189,11650,3489,6863,11650,43631
6012,44053.919,38750.468,107998.4465,19186.382,39705.468,106672.9465,356367.63
7401,9725.611,5087.749,10421.884,10038.676,5216.089,10421.884,50911.893
2027,4113,1778,2451,4224,1776,2451,16793
8213,181274,252924,87828,188771,248601,87828,1047226
1397,121845.223,262154,298942.6035,84779.689,272376,298858.1035,1338955.619
2230,15320,37034,3298,16138,36656,3298,111744
4579,1757,246,4333.5,2594,521,4333.5,13785
8009,40642,64942,16864,42959,64950,16864,247221
9246,3454,2479,312,2985,2478,312,12020
6902,5105,35629,15264.5,8575,35850,15264.5,115688
6905,1162,10713,6838.5,2245,12715,6838.5,40512
5633,92044,214848,310038,84367,235559,310038,1246894
5489,42902,120405,234955.5,43223,127721,234955.5,804162
5219,95065,360008,85491.5,88747,366699,85491.5,1081502
1398,20333.727,59205.896,38117.3645,21066.066,72542.792,37725.3645,248991.21
6070,124350,228129,168971.5,116229,240305,168658,1046642.5
6528,5168,15890,1781,6565,15855,1781,47040
6845,9571,29561,129359.5,9282,31839,129359.5,338972
2826,9932,8082,352,9277,8089,352,36084
2604,4765,8504,3080,4368,9535,3080,33332
4594,5698,2494,6062,7994,2915,6062,31225
5532,179769,367667,202542,170505,379514,202542,1502539
6260,43,6,722.5,49,6,722.5,1549
4079,13127,34321,1702,12560,34118,1702,97530
2428,10678,1456,581.5,10977,1467,581.5,25741
2146,616,6,5,606,6,5,1244
9634,17197,14266,5537,16592,14269,5537,73398
7569,4400,3478,3130.5,3907,3480,3130.5,21526
5289,12104.072,10874.32,44822.6215,14300.859,13285.938,43984.1215,139371.932
3186,84492.539,216572.32,240284.284,68856.51,214643.159,238907.284,1063756.096
5050,40293.536,52539,202611.6925,27022.112,59706,202601.1925,584773.533
3513,8458,9665,359,9440,9724,359,38005
9419,219220,134606,131728,116402,134093,131728,867777
5490,174154,543212,881625.5,163926,561581,881501.5,3206000
2768,42403,72992,26060.5,36434,69620,26060.5,273570
5220,20977,62726,153782.5,17623,68416,153782.5,477307
8498,28695,21582,7455,36444,22201,7455,123832
1434,11055.077,23630,26041.212,10362.186,26882,26041.212,124011.687
2860,27800,54551,16834.5,23322,57420,16834.5,196762
6283,4909,19,201.5,4584,21,201.5,9936
3845,20887,21788,16532.5,23195,21791,16532.5,120726
3908,7135,11897,2807.5,6990,11896,2807.5,43533
2861,36028,45882,26808,29968,51814,26808,217308
8524,57932,80200,10920,58620,79777,10920,298369
6220,11233,1607,47976,11940,1623,47976,122355
5893,23673,21583,38841.5,23591,22355,38841.5,168885
1148,12474,28573,7670,14117,29000,7670,99504
7887,3074,356,442,3998,357,442,8669
9981,155016,145030,165256.5,147711,144546,165256.5,922816
9982,132,32,0,128,34,0,326
2656,4992,849,36,5116,848,36,11877
8647,1465,806,0,3778,803,0,6852
2149,7422,6327,2461.5,7476,6333,2461.5,32481
1391,99532,308690,197729,80567,344424,197724,1228666
1522,36511.782,68138.673,140915.2445,31099.69,73635.673,140480.2445,490781.307
4028,10050,19998,12278.5,9947,19993,12278.5,84545
4524,13127,15112,10034.5,13411,18233,10034.5,79952
3146,49572,112265,71750,44457,121595,71734.5,471373.5
8129,403,22,222,320,22,222,1211
3607,51724,180178,28614,50695,179189,28614,519014
5174,26632,80034,168695,24569,84340,168690,552960
5066,123061.32,175362.867,572774.947,100561.555,177970.047,567985.447,1717716.183
5590,46890,72314,100792.5,39235,79707,99166.5,438105
6818,35962,32655,45797.5,8316,30680,44952,198362.5
6085,100676,147905,220117.5,113999,156451,216098,955246.5
8067,9028,1615,1328,11406,1612,1328,26317
2138,11115,2068,543,11540,2088,543,27897
5417,271,2384,142.5,306,2952,142.5,6198
7766,16921,17936,1165,23364,12789,1165,73340
7506,54782,58117,27664,61464,58113,27664,287804
3194,3948,4275,7107,5517,4329,7107,32283
2691,1718,3191,0,1911,3250,0,10070
5235,52298,76703,189894.5,53673,81933,189894.5,644396
9909,67825,61396,37798,67192,61396,37798,333405
3054,168462,395820,225320.5,153556,396599,224063,1563820.5
5202,9846,15832,28559,8078,22497,28559,113371
6919,107371.227,100885.351,438829.263,77086.321,98561.355,430834.763,1253568.28
3314,10754,20810,2815,12340,20883,2815,70417
2356,20108,30357,25,19432,29382,25,99329
5236,22831,27334,139682.5,16947,34246,139682.5,380723
9983,36552,24963,15655.5,43987,24963,15655.5,161776
9676,24283,16163,19978,28659,16173,19978,125234
9630,43038,15324,21185,45046,15333,21185,161111
2231,38954,60907,840.5,44901,58077,840.5,204520
5539,35827,9563,19382,37670,9988,19382,131812
5591,24935,33766,59463,15011,41621,58784.5,233580.5
1870,22687,47683,29361.5,25286,49192,29361.5,203571
2398,9999,22036,5444,8902,25683,5444,77508
5880,10533,16579,23410.5,11214,18709,23410.5,103856
6086,168208,291728,340832,160346,307243,339050.5,1607407.5
5107,136175.108,226465.07,595023.3515,75423.886,247600.542,586053.8515,1866741.809
6880,35436,139515,262374.5,31522,144554,262018.5,875420
5141,1414,4835,11083,1845,6499,11083,36759
2901,3999,6993,1335,4264,7647,1335,25573
1221,24171,20552,9650,25421,20596,9650,110040
5308,1533,3225,4003,1113,5411,4003,19288
5941,3247,1301,3497.5,4074,1306,3497.5,16923
2437,21020,51993,5089.5,20901,51722,5089.5,155815
9738,7979,6993,2465.5,8824,6993,2465.5,35720
6979,24534,34858,73415.5,13318,35550,73415.5,255091
4794,1926,3657,1756,1791,3811,1756,14697
5717,13699,71308,22323.5,14082,73492,22323.5,217228
8436,10878,5952,373,9817,5592,373,32985
5418,54797.862,104860.349,200861.885,30269.424,116887.458,199291.885,706968.863
5523,42147,69861,82313,40964,75211,82313,392809
2193,73893,109964,2463.5,70522,114973,2463.5,374279
2432,12394,535,52,12732,537,52,26302
2828,6871,7334,1035,7373,7339,1035,30987
4189,272,194,321.5,248,176,321.5,1533
5365,77436,153692,149569.5,69892,166594,149503,766686.5
8212,44416,29482,39615.5,38754,31648,39615.5,223531
6015,43900.205,34856.845,124281.217,22713.809,35720.845,123745.717,385218.638
8499,118291,85759,34777,125246,83407,34777,482257
5309,110294,286468,384892,111978,300476,384847,1578955
5562,25011,47704,78270.5,18840,57944,78160,305929.5
2105,5350,1778,0,5709,1781,0,14618
2399,522,579,308,494,577,308,2788
2303,29387,42631,5386.5,26198,42312,5386.5,151301
5563,41844.175,47482.156,65739.2025,38989.685,52237.163,65709.2025,312001.584
5273,89294,303947,304213,75428,308066,304203,1385151
7327,8741,17889,1413.5,8773,18960,1413.5,57190
1563,3837,9314,5645.5,1834,12409,5645.5,38685
8071,3300,1232,8351,3340,1237,8351,25811
2194,19252,42311,276.5,24223,48434,276.5,134773
6221,129,49,0,66,51,0,295
1862,43269,37361,11212,34753,36790,11212,174597
8437,332552,509970,43808.5,329446,509814,43808.5,1769399
8126,253058,428477,153297.5,235480,428850,153297.5,1652460
2937,1897,1656,516,1384,2377,516,8346
2558,2136,2122,636,2139,2124,636,9793
3072,17315,29180,23991,25050,31323,23991,150850
8098,4633,4219,1354.5,5862,4218,1354.5,21641
6108,70108,214403,261257.5,65249,224243,260854,1096114.5
8921,12985,6244,4628.5,13578,6232,4628.5,48296
2235,69417,87575,6285.5,62997,85436,6285.5,317996
5463,25663,54664,99065,20513,58663,99065,357633
8099,5802,5838,5645,5467,5841,5645,34238
2160,52260,126030,1730,53358,123964,1730,359072
2829,3767,6728,1076.5,4282,7413,1076.5,24343
2959,3073,2631,2785.5,2335,3470,2785.5,17080
6310,3684,1126,755.5,3861,1128,755.5,11310
9845,181879,115479,82492.5,184344,115514,82492.5,762201
6851,216,3918,4700,1650,4431,4700,19615
9618,18672,2323,11928.5,17648,2323,11928.5,64823
5495,23028,34961,48103.5,17276,39506,47963.5,210838
6881,239345.794,460037.017,1034013.035,160475.009,455630.35,991205.035,3340706.24
8568,131555,174635,7811.5,120073,178968,7811.5,620854
2236,1605,1574,331.5,1579,1741,331.5,7162
2122,1236,60,67.5,1162,68,67.5,2661
6882,31352,54910,155825,25851,60985,155607.5,484530.5
8922,11705,4808,9091,12261,4813,9091,51769
8648,1416,691,0,1776,692,0,4575
8778,557,60,686,508,61,686,2558
9136,97883,126453,125994,96659,126488,125994,699471
9646,4186,3149,1012,4742,3152,1012,17253
8649,102766,203862,8728.5,90777,203774,8728.5,618636
8614,102,58,0,105,59,0,324
8924,25169,13153,15581,22715,13157,15581,105356
7217,217585,430026,267905,212965,432699,267637.5,1828817.5
2817,17838,21912,7361,17188,24859,7361,96519
9508,117354,126394,96721.5,125818,126412,96721.5,689421
5592,27368.05,29552.216,19231.0655,30709.308,34287.226,19055.5655,160203.431
3110,2948,6319,2698,4217,6341,2698,25221
3170,7131,8903,23897.5,15717,13410,22270.5,91329
3555,2887,4086,3235.5,3354,4108,3235.5,20906
1097,22462,18770,2607,21089,18904,2607,86439
4081,349,580,20.5,399,576,20.5,1945
9648,158614,128562,168323.5,168637,128583,168323.5,921043
9995,40589,29455,21587.5,48676,29455,21587.5,191350
2605,3399,4936,832,2952,5791,832,18742
5038,5487,7278,7237,6189,7694,7237,41122
8468,198390,169890,19790.5,199005,174655,19790.5,781521
8925,11842,13366,2106.5,13463,13354,2106.5,56238
6838,16343,48380,270411,15309,53836,270411,674690
3325,23547,43406,16848,27459,43633,16848,171741
1384,70,301,55,91,315,55,887
5678,687,10874,0,576,10977,0,23114
5079,1101,1022,1229.5,1193,1264,1229.5,7039
5205,9624,11072,17364.5,11751,12403,17364.5,79579
1976,20725,23653,4717,21590,23761,4717,99163
5419,20122.326,36576.013,99386.528,11135.326,38714.013,99081.028,305015.234
7011,1413,450,1740,1658,462,1740,7463
9816,4581,3353,1282,6812,3400,1282,20710
1447,74067.643,129570.166,315001.9095,25342.959,133264.271,315001.9095,992248.858
1448,18720.432,50442.784,57959.031,29495.678,52365.344,57959.031,266942.3
3092,222392.19,124044.476,138029.9425,62459.515,118510.715,138024.9425,803461.781
5080,31203.013,44967.02,167852.5565,22328.113,50209.02,166164.5565,482724.279
1553,8739.622,24667.26,68495.806,33833.149,32112.26,68495.806,236343.903
1449,13258.867,23578.919,21902.46,12792.95,23416.919,21902.46,116852.575
1399,24549.561,66536.378,111222.6125,24559.066,68464.378,100044.6125,395376.608
1966,6636,3558,986.5,5762,3564,986.5,21493
1857,78288,138083,100947,83494,138234,100947,639993
5593,21194.712,23564.35,94726.7495,32387.284,23551.434,94726.7495,290151.279
5594,458049.867,215286.416,300055.7635,205838.016,212221.034,293546.7635,1684997.86
3571,2967,368,842,3071,367,842,8457
3237,21056,13298,16096.5,21920,13383,16096.5,101850
5108,47918.09,67582.511,211026.67,25724.827,73992.611,210184.17,636428.879
4581,73828,163231,202274.5,77811,165574,202274.5,884993
1229,11355,7864,2698.5,11736,7888,2698.5,44240
4132,1641,2645,709.5,1727,2653,709.5,10085
1415,19136.4,30780.41,59742.2355,20490.268,32649.488,59737.2355,222536.037
7516,267,442,0,384,442,0,1535
8652,42,5,0,55,4,0,106
4083,1370,2424,93,1575,2434,93,7989
9512,54756,71759,45697.5,61928,71775,45697.5,351613
9516,7290,7511,9655.5,7242,7521,9655.5,48875
9960,28699,12732,4294.5,35720,12732,4294.5,98472
9517,116449,112189,121536.5,114374,112189,121536.5,698274
8653,239,97,0,223,98,0,657
3008,11030,33147,12676,10884,34310,12676,114723
9142,9035,10210,9131,9123,10214,9131,56844
6121,2153773,7405730,11743176.5,3205012,7327940,11743171.5,43578803
1427,217632,395714,266757,160091,273096,266757,1580047
1392,29466,62542,76097,21592,74293,76097,340087
7115,50557,139743,28512.5,46161,144323,28512.5,437809
1109,69251,70384,7681.5,71209,70508,7681.5,296715
5823,897,953,1634,1066,947,1634,7131
9817,21834,11834,12338.5,19796,11836,12338.5,89977
4508,5919,7090,2632,10500,7142,2632,35915
9217,8550,2037,4159.5,8868,2035,4159.5,29809
5565,224092.426,699659.774,425262.4975,253576.674,709900.498,410674.9975,2723166.867
5366,14547,20013,43841,16487,20072,43841,158801
8655,5088,3992,305,5206,3960,305,18856
3073,8071,9034,4926.5,11970,9638,4926.5,48566
6862,159,1833,7585.5,1798,2099,7585.5,21060
6527,13367,16051,3378.5,14063,16086,3378.5,66324
2124,72438,144958,1144.5,71164,151167,1144.5,442016
1867,23639,38872,7351,18638,37732,7351,133583
2057,7125,2860,1553,7244,2871,1553,23206
1959,2420,4099,1441.5,2315,4578,1441.5,16295
9145,86286,197902,76805.5,94229,197901,76805.5,729929
9518,2077,2594,241,2029,2598,241,9780
2245,63329,96791,2528.5,43955,99772,2528.5,308904
2668,58241,18155,15401,61478,18419,15401,187095
9771,20945,15278,10859.5,24672,15284,10859.5,97898
9230,11195,3798,6735.5,12097,3804,6735.5,44365
9766,19859,19955,7705,21586,19957,7705,96767
6466,129,16,0,92,16,0,253
6401,5202,5881,871.5,5215,5484,871.5,23525
6565,4259,3409,2048.5,4531,3487,2048.5,19783
8214,42992,61525,22742.5,47316,62883,22742.5,260201
6088,39439,42950,76994,43195,47382,76743.5,326703.5
4206,4940,4905,246.5,4903,4816,246.5,20057
5109,5353.015,6470.004,34327.9195,7618,9712.008,34244.9195,97725.866
8546,15900,18089,272.5,15002,16935,272.5,66471
4228,803,657,0,737,668,0,2865
2848,47953,52031,11999.5,47952,52109,11999.5,224044
8657,9564,10294,0,16792,10294,0,46944
9149,6018,5284,1548.5,6347,5283,1548.5,26029
5057,45331.825,76903.781,170336.059,28630.012,83560.262,168984.559,573746.498
7445,115662,116232,559347.5,97479,121649,523049.5,1533419
8658,1072,638,0,1467,634,0,3811
5504,23537,2336,3019,24541,2280,3019,58732
7201,176,125,0,212,127,0,640
9956,6218,6482,2560,8485,6482,2560,32787
4084,353,445,0,360,443,0,1601
9710,49349,36432,39602,47587,36435,39602,249007
2685,195534,298521,58348.5,190866,296857,58348.5,1098475
5275,59853,146486,92271.5,58175,155752,92271.5,604809
1017,7173,9065,1181,8126,9123,1181,35849
9652,11232,8477,3315.5,15770,8476,3315.5,50586
2735,3713,3250,1281.5,2816,3331,1281.5,15673
3171,42004,77081,91076.5,42933,80695,87700,421489.5
4607,13462,10630,3011,13994,10810,3011,54918
1761,11057,7182,3073.5,11537,7537,3073.5,43460
9818,32080,23284,12952.5,39731,23287,12952.5,144287
2058,4598,1830,2590,4713,1830,2590,18151
1871,5582,11417,632,4687,10118,632,33068
5824,1060,913,2810,1192,912,2810,9697
4595,5063,4226,4114.5,6452,4806,4114.5,28776
9876,46017,38675,53751,49819,38687,53751,280700
9521,78469,59684,29922,74496,59704,29922,332197
3225,13130,2283,5473.5,12900,2294,5473.5,41554
2669,10945,5486,4360.5,10532,5502,4360.5,41186
2059,3111,1114,1776,3335,1114,1776,12226
1133,19501,26051,1526.5,20845,26064,1526.5,95514
1534,73681,169211,251838,66732,175254,251770.5,988486.5
7925,786,752,7658.5,1003,752,7658.5,18610
4597,131600,235957,71770.5,130030,240081,71770.5,881209
2237,36499,60344,247.5,37277,62378,247.5,196993
5368,116595,197775,233033,129180,198718,231280.5,1106581.5
4784,16133,26581,13523,16554,27518,13523,113832
5110,64515.702,109872.04,359196.0295,34894.991,120670.04,356717.0295,1045865.832
8487,2093022,2691930,553649,2064561,2736727,553649,10693538
1947,432773,972031,254500.5,435950,974293,254500.5,3324048
5294,2842,5565,6553,3796,5736,6553,31045
7446,62860,130983,464748,51517,143477,446109,1299694
1373,50552,187715,306547,39170,204265,306547,1094796
3539,1320,1040,87,1278,1052,87,4864
3498,1430,3563,0,1394,3563,0,9950
5111,9445,17219,32229.5,9093,18702,32229.5,118918
9955,144500,105503,139381.5,168415,105503,139381.5,802684
3620,12088,23996,4151.5,14490,24001,4151.5,82878
6089,88836,161554,191183.5,84651,172744,190664,889632.5
9188,21416,95655,4493,23600,95730,4493,245387
2862,20804,43229,11414.5,15846,43961,11414.5,146669
5329,189617,601551,303152.5,131550,570141,303147.5,2099159
5051,174473.703,447436.21,870124.4375,176770.981,469493.758,859211.9375,2997511.027
2710,72102,33337,23757,72914,34402,23757,260269
7402,9778.177,6014.818,31105.112,11241.141,6128.498,31105.112,95372.858
7403,10296.147,5102.543,18895.6235,10821.694,5383.645,18895.6235,69395.276
1177,84142,116001,69028.5,84833,116949,69028.5,539982
1291,26071,32126,129691,27023,32074,129691,376676
1579,1761,5668,4827.5,1399,6220,4827.5,24703
7491,22150.778,39244.513,395749.867,54081.389,39839.827,395749.867,946816.241
6340,184919,214100,97157.5,177001,212933,97157.5,983268
5369,16225,62868,102522,12313,67733,102511.5,364172.5
7305,6153,3566,2258.5,7010,4069,2258.5,25315
9438,137396,110816,152732,156957,110749,152732,821382
5634,40974,72676,75423.5,35794,78601,75423.5,378892
3573,43598,49099,5448,44162,48937,5448,196692
5635,20256,46650,40934.5,19811,48975,40934.5,217561
3853,13393,19172,10200.5,14737,19173,10200.5,86876
3066,415,158,721,717,205,721,2937
2156,18500,12072,2242,22066,12115,2242,69237
2661,16740,29468,12358.5,15758,31574,12358.5,118257
5260,26255,138960,59386.5,23577,139651,59386.5,447216
5498,21808,36356,41263.5,16480,38426,41263.5,195597
7072,5752,5911,13491,8712,6252,13491,53609
2242,307029,788765,6600.5,44931,146622,6600.5,1300548
2244,68767,109079,3409,11049,26103,3409,221816
2246,1269943,3146403,138726,1807261,3998018,138726,10499077
6965,1794215,4797895,15507980,1629667,4444992,15507651.5,43682400.5
9371,80553,63397,62567.5,92128,63437,62567.5,424650
9372,26794,21397,22005.5,31223,21417,22005.5,144842
4327,461,343,2390,450,333,2390,6367
4356,1462,1629,139.5,1494,1821,139.5,6685
4226,226,225,0,258,236,0,945
4018,8583,13420,13031.5,9215,13427,13031.5,70708
3844,39967,50231,24769.5,41561,50307,24769.5,231605
4460,602,486,0,639,514,0,2241
4334,148,64,36,115,79,36,478
4248,2155,2497,0,2310,2545,0,9507
4059,4305,3781,0,3888,3804,0,15778
4227,7623,10204,108,7433,10146,108,35622
2484,48880,82258,9675,48731,82732,9675,281951
2485,36509,62339,11306,35578,61819,11306,218857
4247,876,782,110.5,879,797,110.5,3555
4133,32188,53975,20895,35284,54227,20895,217464
2488,2836,1770,714.5,3310,1814,714.5,11159
2467,1119,1307,987,1119,1325,987,6844
4060,916,969,0,1021,1011,0,3917
4162,595,477,0,610,470,0,2152
4138,359,318,0,378,339,0,1394
4207,121,152,0,217,178,0,668
3847,16544,20780,10815,18164,20780,10815,97898
2457,13367,1179,11487.5,13164,1186,11487.5,51871
4223,6469,7146,1316.5,7489,7160,1316.5,30897
4061,431,552,0,457,540,0,1980
4163,1902,1943,0,1959,1988,0,7792
4421,3949,3733,7424.5,4116,3853,7424.5,30500
3852,7555,13501,13678.5,7763,13502,13678.5,69678
8712,518,178,0,658,178,0,1532
8846,253,459,0,419,459,0,1590
8829,627,180,0,747,180,0,1734
8830,228,46,0,229,46,0,549
9156,4461,4816,2298.5,4888,4823,2298.5,23585
8660,146,68,70.5,127,68,70.5,550
9655,11045,7734,2617,13813,7736,2617,45562
9614,3868,15483,247,4881,15520,247,40246
8443,7723,3413,25.5,7653,3427,25.5,22267
5148,2397615,8759719,28862303.5,4481320,8831469,28862298.5,82194725
6966,731.577,3146.96,90394.3615,4927.636,3164.014,90394.3615,192758.91
5564,193220,141764,8186,153767,143474,8186,648597
5281,33838,78108,31074.5,30187,79073,31074.5,283355
5632,29902,38024,88418.5,29957,34298,88418.5,309018
5158,81312,123447,2104.5,30787,37676,2104.5,277431
1067,11328,29958,24234.5,11109,33998,24234.5,134862
1829,76337,77841,37096.5,73675,78406,37096.5,380452
2657,3344,1028,72.5,3466,1029,72.5,9012
7978,8443,6514,2733.5,9218,6518,2733.5,36160
1110,55441,49247,8416.5,47173,49769,8416.5,218463
5674,3029,356,2156,3359,338,2156,11394
5114,37047,93874,112715,24710,110335,112599.5,491280.5
9354,21743,18996,17026.5,29520,19001,17026.5,123313
1305,3772,1882,1465.5,3549,1922,1465.5,14056
1306,5734,3222,1781.5,6567,3273,1781.5,22359
3574,12185,19478,961,13223,19515,961,66323
2307,4622,2153,575.5,5958,2165,575.5,16049
2689,17653,2798,3303,20194,2797,3303,50048
2598,20607,25937,15287.5,15719,27532,15287.5,120370
3517,7568,7962,1928.5,7867,7978,1928.5,35232
1897,135772,197555,50155,142572,197206,50155,773415
5082,23638.869,29956.703,117037.197,14213.534,28945.705,117037.197,330829.205
6202,5891,1713,1900.5,5448,1724,1900.5,18577
5053,26816.008,27069.003,110304.3175,18806.167,32801.014,108996.8175,324793.327
7268,38995,110315,1980,39943,109170,1980,302383
3635,15653,41518,12768.5,17481,41380,12768.5,141569
1536,216055,851569,450875.5,220977,819598,450783,3009857.5
3645,158,990,22.5,953,1571,22.5,3717
3518,149,58,0,173,59,0,439
4826,8681,15646,3456,9225,15660,3456,56124
4640,8007,5910,6278.5,8430,5899,6278.5,40803
5892,8053,34189,10863,9521,35491,10863,108980
5887,15435,41673,13032,12966,40612,13032,136750
5762,11311,18050,2894,6949,18195,2894,60293
5761,7858,15522,6472,9058,15539,6472,60921
5906,2354,4294,4266.5,2420,5169,4266.5,22770
2670,19780,13526,3238.5,21265,13743,3238.5,74791
2871,106325,218003,37308,96911,218304,37308,714159
4422,11479,21408,272,12546,20987,272,66964
3963,10387,30605,4417.5,10667,30619,4417.5,91113
3962,1162,1379,261,805,1380,261,5248
2155,95426,103312,10410,97363,106050,10410,422971
5853,2918,5568,1350.5,3112,5570,1350.5,19869
3147,284097,542515,481939.5,262937,572276,477868.5,2621633
5237,48,103,437.5,74,103,437.5,1203
5115,44752,164657,155367.5,25678,130815,155352,676621.5
5222,130613,277186,156586.5,139751,311609,156550.5,1172296
5599,18137.544,29082.002,75510.816,12404.655,30809.002,71774.316,237718.335
8831,20204,11588,0,24521,11575,0,67888
8164,32871,39141,30073,35642,39243,30073,207043
4884,50815,25010,18189.5,49410,25465,18189.5,187079
2961,169501,475192,17885,148005,431486,17885,1259954
2966,48264,153936,26283.5,17256,114014,26283.5,386037
2968,1460319,4330127,941071,1641443,4333398,941071,13647429
2970,37516,169243,23397,14534,89344,23397,357431
7165,328,46,138,317,54,138,1021
6856,16409,79041,126645.5,12996,83545,126645.5,445282
6883,41422.971,68450.979,226535.2835,46287.215,66418.645,220145.2835,669260.377
2253,17377,28679,36.5,16567,27659,36.5,90355
4094,725,1017,0,908,1020,0,3670
7603,388,5,124,507,5,124,1153
1727,34936,85835,9875.5,43968,88573,9875.5,273063
1728,14972,28210,8864,12249,26850,8864,100009
7166,21998,47532,17232,23725,48602,17232,176321
5223,10782,27063,79975.5,9218,30887,79975.5,237901
5018,28578,158064,46607.5,27476,160377,46607.5,467710
1909,49028,62746,41038.5,52957,62951,41038.5,309759
6318,6053,14984,2273.5,7072,15312,2273.5,47968
9160,14803,17670,12392.5,17087,17672,12392.5,92017
6863,8895,31703,96463.5,7337,32619,96463.5,273481
3021,29610,62330,46510.5,31933,62328,46510.5,279222
2830,33269,59670,21052,28953,62480,21052,226476
8445,12562,16633,2325,18037,17005,2325,68887
7928,7650,9451,5081,11287,9464,5081,48014
1034,32450,42814,3012.5,32831,42611,3012.5,156731
5040,3527,7525,5652.5,3556,8787,5652.5,34700
5692,46038,68298,77464,44300,71009,77464,384573
7947,613,642,108.5,760,642,108.5,2874
9957,8826,6716,3857.5,12437,6717,3857.5,42411
6970,20316.211,19565.009,115670.4955,21552.142,18491.025,109826.9955,305421.878
1475,454981,1033618,1344097.5,445069,1033116,1344097.5,5654979
1988,14236,11983,6297.5,15206,11979,6297.5,65999
1581,20801,37139,6509.5,21444,37234,6509.5,129637
1582,5517,7995,43,4718,7986,43,26302
2867,15192,21218,3916.5,11806,22556,3916.5,78605
9802,28203,18014,8287.5,32438,18017,8287.5,113247
9529,11292,4283,3197.5,9786,4296,3197.5,36052
5149,75112.555,123259.993,203961.9525,40033.473,133703.302,201884.9525,777956.228
6663,99527,366059,15233,93286,366976,15233,956314
7036,8115,7770,14506,16632,8625,14495.5,70143.5
3346,1165,104,437,1136,109,437,3388
7221,3329,3186,1093,3794,3211,1093,15706
1851,18249,65672,23586.5,24388,61432,23586.5,216914
3576,1758,321,2959,1789,320,2959,10106
8574,54063,59611,1594.5,55878,56068,1594.5,228809
2254,31508,42170,693.5,31319,45457,693.5,151841
2357,6055,2434,1484.5,5719,2405,1484.5,19582
5116,18990,45255,68976,13426,52499,68955,268101
5475,38482,62374,125590,35263,67800,125474,454983
3855,19541,47356,12157,19620,47447,12157,158278
3857,2883,10006,16961,3739,10009,16961,60559
5677,953.744,3.104,8182.8675,8816.275,3.13,8182.8675,26141.988
6297,27667,1973,29680,31153,1983,29680,122136
7725,83600,189381,1497,99606,197810,1497,573391
6707,19234,51665,9522.5,18285,50455,9522.5,158684
5908,3788,4390,8443.5,4516,4857,8443.5,34438
8477,28231,23309,4837,27896,23093,4837,112203
7929,171919,233164,70878,165554,232894,70878,945287
2971,1333,2687,629.5,1552,3092,629.5,9923
3159,3013,3031,3586.5,5604,3303,3586.5,22124
5644,15049,15827,47068.5,13094,19597,47068.5,157704
4095,5048,13546,553,4931,13579,553,38210
2750,14088,9477,3819.5,11680,9487,3819.5,52371
1527,82800.19,160717.994,342812.9325,58358.489,167702.994,341580.9325,1153973.532
1537,417,2053,1713,479,2243,1713,8618
5909,1169,523,2095,1550,564,2095,7996
9658,20264,17694,7216.5,25228,17694,7216.5,95313
1997,18768,42402,42041,21051,42400,42041,208703
2920,16167,24111,10753,13168,29983,10753,104935
9985,153613,85224,94967,159873,85235,94967,673879
2922,7915,19856,4961,6927,21240,4961,65860
1378,231159,801575,719120.5,228144,803727,718654,3502379.5
4469,937,874,3804,887,937,3804,11243
5019,7319,10652,12280,7056,11999,12280,61586
8518,27209,24722,1668,29868,23805,1668,108940
6906,584,2949,5729.5,1349,3106,5729.5,19447
5374,4.213,0.095,6494.8785,3.323,0.132,6494.8785,12997.52
5427,11171.852,15674.427,45244.354,9606.822,17703.427,44169.354,143570.236
2849,2264,2573,400.5,3145,2562,400.5,11345
9060,46,215,813.5,110,215,813.5,2213
3067,1420,2268,3897,4756,2276,3897,18514
3203,20499,2848,4060,20090,2845,4060,54402
9080,42803,55178,16750.5,45567,55229,16750.5,232278
2226,125074,160731,12338.5,18870,36654,12338.5,366006
6005,0,0,15121.5,0,0,15121.5,30243
2799,4608,6443,2459.5,3514,6912,2459.5,26396
8539,14025,29963,4369,17217,29548,4369,99491
8833,1615,275,0,1705,276,0,3871
5825,552,575,1752,854,572,1752,6057
5303,0,1.056,2313.23,0.018,1.056,2313.23,4628.59
5291,1915,2493.01,11232.6615,2002,3799.01,11232.6615,32674.343
2695,54423,39937,6758.5,54556,40321,6758.5,202754
5957,3884,10923,5709,3885,13563,5709,43673
2151,32913,59156,925.5,34520,67880,925.5,196320
4814,13351,56359,8729.5,13557,57689,8729.5,158415
4470,1171,749,165,1403,772,165,4425
8504,19861,7974,3187,19826,7194,3187,61229
7680,22772,17711,15194.5,21717,17730,15194.5,110319
5501,17864,32448,31898,18386,37000,31898,169494
5600,89522.883,133763.576,335572.4735,106317.984,135279.026,325820.9735,1126276.916
2606,1502,2082,989.5,1322,2503,989.5,9388
2675,2409,117,0,2685,118,0,5329
2903,14241,31058,9636,12289,33313,9636,110173
2171,14011,22171,1803,13524,22766,1803,76078
9632,15281,13376,4124.5,16994,13384,4124.5,67284
2973,6495,10202,3586,5772,12196,3586,41837
9691,147090,162543,208559,146210,162183,208559,1035144
5645,48678.707,70377.222,175132.1965,35590.81,77224.302,168687.1965,575690.434
5118,75896.049,84984.003,280604.2945,45525.436,96647.004,278643.7945,862300.581
