NLC," Entries Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
3170,7235,8907,17904,12927,12628,17904,77505
3555,2666,4235,2584,3360,4254,2584,19683
2244,74324,119463,2968,12506,31707,2968,243936
1097,21365,16897,498,19390,17052,498,75700
4081,320,664,26,343,660,26,2039
9648,159697,133550,71505,170554,133564,71505,740375
9995,42868,26268,23131,50157,26273,23131,191828
2605,3959,5432,1753,3406,6064,1753,22367
5038,5039,6913,6921,5911,7438,6921,39143
8468,185713,149706,18424,186707,153727,18424,712701
8925,15049,9683,2437,16586,9704,2437,55896
6838,15441,47500,247264,13934,53481,247264,624884
3325,22949,41756,16875,26824,42022,16875,167301
1384,113,495,700,228,315,700,2551
5678,133,4561,0,119,4584,0,9397
5079,952,1027,1382,834,1332,1382,6909
5205,7077,8698,11874,8005,9975,11874,57503
1976,19860,22913,4506,20395,23118,4506,95298
5419,16072,30231,78912,7896,32625,78912,244648
7011,1915,226,2147,1938,226,2147,8599
9816,6396,3781,1453,8171,3781,1453,25035
1447,69594,132845,286160,22771,135877,286160,933407
1448,13692,29235,13198,12097,31857,13198,113277
3092,125637,103056,90766,41051,98251,90766,549527
5080,27062,44048,137525,17889,49207,137525,413256
1449,9638,17329,6161,10253,17628,6161,67170
1553,6339,11938,24249,29801,18992,24249,115568
1399,23425,64109,27543,21432,65488,27543,229540
1966,6315,3194,1297,5624,3207,1297,20934
1857,71067,133498,97306,76382,133609,97306,609168
5593,20607,22582,6793,30165,21695,6793,108635
5594,253422,224494,208802,117838,220441,208802,1233799
3571,2699,470,1075,2632,470,1075,8421
3237,19909,12676,18220,20394,12834,18220,102253
5108,41882,63131,170619,19678,68874,170619,534803
4581,72264,169305,102855,78246,171561,102855,697086
1229,10935,6859,3838,11661,6887,3838,44018
4132,1452,2181,672,1710,2180,672,8867
1415,19607,29966,29735,17113,32003,29735,158159
7516,316,413,0,327,413,0,1469
8652,88,20,0,61,20,0,189
4083,1300,2208,10,1595,2225,10,7348
9512,52743,68141,26637,61296,68159,26637,303613
9516,6531,6702,7961,6843,6695,7961,42693
9960,26409,10975,2761,34338,10973,2715,88171
9517,117125,119562,73740,115518,119577,73740,619262
8653,241,97,0,194,98,0,630
3008,10660,31031,12768,10187,32608,12768,110022
9142,8012,9064,9791,8117,9063,9791,53838
1427,146095,405761,254621,119835,260100,254621,1441033
1392,26177,58639,76548,19191,67077,76548,324180
7115,44923,127440,24444,39257,131377,24444,391885
1109,65682,72306,2286,69718,72352,2286,284630
5823,840,995,1579,887,995,1579,6875
9817,25533,14423,8816,23568,14422,8816,95578
4508,5381,6527,2727,9711,6604,2727,33677
9217,7231,2037,3757,6715,2037,3757,25534
5565,173872,629604,255394,206016,632589,255394,2152869
5366,11613,14998,32840,13573,16238,32840,122102
8655,4853,3810,62,4853,3925,62,17565
3073,8524,9067,7027,14025,9615,7027,55285
6862,210,1901,6248,1610,2154,6248,18371
6527,9547,12447,2286,9548,12260,2286,48374
1867,19328,36560,6232,15748,36470,6232,120570
1959,1898,3965,1301,1877,4229,1301,14571
2124,63017,121062,1028,75421,146775,1028,408331
2057,7634,2443,1084,7512,2449,1084,22206
9145,77891,171994,69472,86769,171852,69472,647450
9518,2083,2233,232,2220,2249,232,9249
2245,61538,86115,1966,47352,101953,1966,300890
2668,56690,18565,15268,59941,18820,15268,184552
9771,22763,15355,12362,26339,15355,12362,104536
9230,10439,2832,6381,10637,2837,6381,39507
9766,20430,19219,4403,21228,19212,4403,88895
6466,75,6,0,101,6,0,188
6401,5060,5370,1441,4745,5041,1441,23098
6565,3138,2941,1527,3427,3016,1527,15576
8214,42881,61869,27134,46478,61929,27134,267425
6088,36845,37506,72123,38576,41245,72123,298418
4206,4963,5091,86,5000,5188,86,20414
5109,4578,5687,31654,6306,8518,31654,88397
8546,13082,14752,207,12991,13863,207,55102
4228,964,806,0,975,767,0,3512
2848,43920,53334,12607,47253,53404,12607,223125
8657,9217,8689,0,13991,8695,0,40592
9149,5243,5454,1767,5955,5456,1767,25642
5057,39212,73855,142508,20009,80665,142508,498757
7445,103418,113517,479420,87527,123454,479420,1386756
8658,1035,673,0,1423,681,0,3812
5504,23755,2105,3203,24843,2069,3203,59178
7201,189,165,0,175,165,0,694
9956,5910,5888,1798,7976,5888,109257,136717
4084,415,481,0,348,486,0,1730
9710,48266,36930,19256,47340,36927,19256,207975
2685,184535,288917,54581,181236,287283,54581,1051133
5275,55743,144751,85000,52938,150573,85000,574005
1017,6369,8353,218,6189,8367,218,29714
9652,11757,8568,4017,16203,8567,4017,53129
2735,4997,3764,1143,3587,3849,1143,18483
3171,34805,71031,71217,35778,75117,71217,359165
4607,12824,9036,1915,12875,9169,1915,47734
1761,10726,7251,3660,11489,7385,3660,44171
9818,34083,22228,13810,41876,22223,13810,148030
2058,4619,1589,3698,4799,1590,3698,19993
1871,1,1,0,0,1,0,3
5824,1340,973,4541,1471,973,4541,13839
4595,5433,4500,728,7105,4877,728,23371
9876,45273,34483,51875,48765,34498,51875,266769
9521,81046,66233,16458,75558,66249,16458,322002
3225,14447,2844,4223,13555,2861,4223,42153
2669,10024,5251,3816,10244,5288,3816,38439
2059,3284,745,2964,3455,747,2964,14159
1133,13123,16997,176,17709,17041,176,65222
1534,44320,125369,200880,38327,135271,200880,745047
7925,887,1027,8451,1011,1027,8451,20854
4597,122152,223095,26098,118668,224608,26098,740719
2237,31902,50405,247,33001,58587,247,174389
5368,91968,181802,219283,102274,179493,219283,994103
4784,15125,23273,11632,15405,24240,11632,101307
5110,57065,106007,333231,26234,115802,333231,971570
8487,1983666,2500426,448706,1962493,2560056,448706,9904053
1947,433369,895756,259915,434824,896898,259915,3180677
5294,2255,5413,4830,3293,5651,4830,26272
7446,54695,131755,395546,47041,147758,395546,1172341
1373,49032,184408,317740,36835,201478,317740,1107233
3539,1007,1452,0,954,1388,0,4801
3498,911,7321,0,1105,7256,0,16593
5111,10415,18283,33379,10383,20218,33379,126057
9955,141095,104771,109257,165917,104774,794,626608
3620,10665,21431,2780,12587,21537,2780,71780
6089,77461,143739,179947,73770,152193,179947,807057
9188,19709,90758,3786,21561,90892,3786,230492
2862,23042,52210,10890,19318,52645,10890,168995
5329,89238,424898,300757,89571,428173,300757,1633394
5051,135945,440008,726437,102617,453209,726437,2584653
2710,72676,36520,25840,74044,37621,25840,272541
7402,9609,5748,2306,10664,5787,2306,36420
7403,9467,4745,5834,10509,4990,5834,41379
1177,80761,112874,43975,79456,113846,43975,474887
1291,26429,27603,18925,27917,27759,18925,147558
1579,1532,6430,5425,1403,7074,5425,27289
7491,7817,6444,15922,27651,7724,15922,81480
6340,185278,190208,48398,176961,189514,48398,838757
5369,13843,53961,100166,10510,58572,100166,337218
7305,8139,448,2689,8809,449,2689,23223
9438,131450,104555,147939,150541,104489,147939,786913
5634,30314,62744,70894,27188,68441,70894,330475
3573,43062,46214,7046,43965,46106,7046,193439
5635,19308,46658,40296,19055,49128,40296,214741
3853,13376,19683,9938,14863,19681,9938,87479
3066,245,144,593,669,168,593,2412
2156,18939,11236,2042,21405,11307,2042,66971
2661,16996,30428,11951,15971,33222,11951,120519
5260,22343,146539,58516,20315,146568,58516,452797
5498,13896,32952,35726,10184,36938,35726,165422
7072,4605,4743,8443,7434,5276,8443,38944
2242,550458,1225242,4379,28875,118232,4379,1931565
2246,1078442,2967725,134844,1697217,3775841,134844,9788913
9371,75532,47827,55201,83591,47836,55201,365188
9372,24912,16638,19652,27343,16658,19652,124855
4327,212,367,678,231,322,678,2488
4356,1348,1672,42,1537,1918,42,6559
4226,253,241,0,313,256,0,1063
4018,8294,14401,11640,9087,14397,11640,69459
3844,39902,57937,25536,41182,58078,25536,248171
4460,631,454,0,603,453,0,2141
4334,53,103,0,68,138,0,362
4248,2129,2814,0,2256,2856,0,10055
4059,3600,4596,268,3374,4618,268,16724
4227,7047,10596,5,6949,10505,5,35107
2484,46941,85380,11024,48059,85624,11024,288052
2485,35794,61470,11266,34324,60952,11266,215072
4247,672,836,0,612,850,0,2970
4133,31451,54119,18428,34190,54038,18428,210654
2488,3231,1919,949,3810,1941,949,12799
2467,1246,1176,718,990,1204,718,6052
4060,699,978,0,790,1061,0,3528
4162,486,607,0,479,621,0,2193
4302,2,2,0,0,2,0,6
4138,265,354,0,285,364,0,1268
4207,173,211,0,177,231,0,792
3847,15933,22948,10289,18322,22956,10289,100737
2457,12842,921,11085,12679,932,11085,49544
4223,6472,6678,943,7495,6677,943,29208
4061,289,491,5,338,533,5,1661
2455,717,30,0,661,30,0,1438
4163,1510,2196,268,1547,2173,268,7962
4421,3044,4526,5757,3133,4398,5757,26615
3852,7020,14967,10082,7170,14971,10082,64292
8712,589,263,0,708,268,0,1828
8846,386,409,0,389,411,0,1595
8829,757,187,0,868,186,0,1998
8830,152,55,0,267,55,0,529
9156,4406,4756,1472,4486,4754,1472,21346
8660,158,57,0,106,57,0,378
9655,10983,8247,2173,13512,8245,2173,45333
9614,3723,15030,1,4370,15054,1,38179
8443,6504,3013,449,6179,2829,449,19423
5112,69705,109771,347804,35306,36222,347804,946612
5148,2071022,8352830,26679531,3959109,8465248,26679531,76207271
5142,30797,202278,2216759,9884,40226,2216759,4716703
5143,214157,985527,1158793,117015,381115,1158793,4015400
1444,1659739,6638578,4839449,2308685,6496386,4839449,26782286
7490,551409,1215048,5704673,891622,1125942,5704673,15193367
6966,584,134,253,3017,148,253,4389
6121,1994158,6851268,10842260,2895747,6780862,10842260,40206555
6965,1534866,4290500,11971993,1509794,3907998,11971993,35187144
1475,382123,889794,912283,403471,889746,912283,4389700
3087,1682132,5149190,3801501,1733233,4981635,3801501,21149192
5281,22959,83791,31067,22491,84526,31067,275901
5632,25057,34678,91160,25198,31860,91160,299113
1555,485375,868442,247939,462417,855667,247939,3167779
5426,3281145,8555210,14193183,4215574,7874817,14193183,52313112
5598,2406381,10459232,16076575,4027600,9743045,16076575,58789408
1067,11108,27230,15106,10214,31263,15106,110027
1829,75284,70221,36251,72313,70799,36251,361119
2657,3168,607,83,3250,610,83,7801
7978,8099,6549,3356,8863,6553,3356,36776
1110,54102,49288,4586,47642,49263,4586,209467
5674,2164,373,1907,2557,295,1907,9203
5114,35899,90525,118127,22783,109790,118127,495251
9354,27015,12961,15415,32568,12971,15415,116345
1305,4007,2037,1173,3800,2104,1173,14294
1306,5588,2899,2834,6708,3010,2834,23873
3574,13471,18226,577,14223,18231,577,65305
2307,4810,2578,890,5861,2583,890,17612
2689,17300,3136,3567,19084,3138,3567,49792
2598,20905,28564,16261,16298,30244,16261,128533
3517,8644,7660,1942,8925,7673,1942,36786
1897,140761,169680,55522,148444,169177,55522,739106
5082,16558,22153,63098,11493,21011,63098,197411
6202,4868,948,1669,4324,974,1669,14452
6941,84528,117507,343766,54710,117076,343766,1061353
5053,22508,20987,68744,13931,26773,68744,221687
7268,51000,85097,2211,51451,85209,2211,277179
3635,14576,37969,11843,16135,37914,11843,130280
1536,138411,647447,374043,145867,674576,374043,2354387
3645,0,1,0,4,1,0,6
3518,90,68,0,112,68,0,338
4826,8550,17599,3587,9290,17697,3587,60310
4640,7453,5042,2144,7993,5297,2144,30073
5892,7177,31401,6798,8306,33194,6798,93674
5887,14768,40753,11714,12716,39310,11714,130975
5761,7946,14954,6669,8981,14982,6669,60201
5762,10844,17204,1973,6384,17392,1973,55770
5906,2090,4585,5203,2235,5633,5203,24949
2670,19133,13987,2250,20178,14189,2250,71987
2871,107724,217150,42836,103765,216426,42836,730737
4422,11638,19755,134,12314,19790,134,63765
3963,11452,31817,3804,11308,31820,3804,94005
3962,947,976,171,708,978,171,3951
2155,86115,101944,9713,100200,122847,9713,430532
5853,3300,5490,1841,3244,5488,1841,21204
3147,259212,500278,456048,235514,535646,456048,2442746
5237,23,69,10,41,79,10,232
5115,41458,165576,178394,24987,126700,178394,715509
5222,117200,281771,135445,128260,313742,135445,1111863
5599,15803,25697,49797,11536,27357,49797,179987
8831,21989,9202,0,24867,9461,0,65519
8164,32483,38260,32354,35427,38368,32354,209246
4884,47281,23476,11285,46717,23938,11285,163982
2961,156787,418866,20039,129676,387333,20039,1132740
2966,59657,175466,24092,21439,131670,24092,436416
2968,1417375,4371082,962084,1578430,4406799,962084,13697854
2970,50503,193795,23243,13516,100405,23243,404705
7165,199,55,19,231,56,19,579
6856,14853,68872,124585,11714,72317,124585,416926
6883,35295,56306,143438,38701,56848,143438,474026
2253,14382,23571,173,13732,23498,173,75529
4094,757,902,21,783,903,21,3387
7603,249,4,23,363,4,23,666
1727,28340,69060,9967,33649,69412,9967,220395
1728,14389,27731,9979,11576,27539,9979,101193
7166,23438,43719,16705,26101,43933,16705,170601
5223,9982,25733,79042,8395,29763,79042,231957
5018,25518,168379,44406,24341,169793,44406,476843
1909,45523,61835,39185,49122,61988,39185,296838
6318,5952,13904,1625,6720,14156,1625,43982
9160,12334,14446,9073,14519,14455,9073,73900
6863,8389,27914,93992,6978,28744,93992,260009
3021,29715,60140,40383,31528,60725,40383,262874
2830,33583,58617,18767,31201,60381,18767,221316
8445,11068,14338,1900,14969,14705,1900,58880
7928,7534,8455,3916,11023,8476,3916,43320
1034,27804,40020,282,28594,39821,282,136803
5040,2749,7931,6750,2477,8951,6750,35608
5692,44060,66505,82785,40788,69264,82785,386187
7947,669,649,278,826,649,278,3349
9957,9809,7096,3238,12600,7097,1798,41638
6970,16439,17037,65690,17075,17052,65690,198983
1988,20646,11440,7351,21798,11462,7351,80048
1581,20569,34832,6231,21044,34962,6231,123869
1582,5848,7155,88,5048,7151,88,25378
2867,14238,23933,4870,12998,26145,4870,87054
9802,26854,16716,8676,30369,16716,8676,108007
9529,10705,3491,3583,9206,3521,3583,34089
5149,66769,119544,187658,31556,129306,187658,722491
7036,10097,9669,13109,15043,10458,13109,71485
3346,829,95,993,855,103,993,3868
1851,16565,55974,25822,21949,52675,25822,198807
7221,3511,2352,973,3959,2406,973,14174
3576,1596,226,2512,1612,227,2512,8685
8574,48357,53185,809,52133,49362,809,204655
2254,26127,37312,812,26596,44207,812,135866
2357,7636,3779,1868,7387,3764,1868,26302
5116,16479,42766,71160,10422,50204,71160,262191
5475,29823,52995,119241,23715,60537,119241,405552
3855,19843,49583,12099,20690,49652,12099,163966
3857,2785,9609,16758,3250,9611,16758,58771
5677,43,120,158,74,265,158,818
6297,26543,1731,13911,30266,1757,13911,88119
7725,98283,169630,1839,113225,184744,1839,569560
6707,20145,53059,9436,19344,51616,9436,163036
5908,3917,4095,10337,4373,4581,10337,37640
8477,27008,21777,3778,25373,21631,3778,103345
7929,171185,220761,67605,166221,220924,67605,914301
2971,1794,3176,953,1884,3743,953,12503
3159,3161,3505,4963,5586,3943,4963,26121
4095,5107,13580,599,5218,13635,599,38738
5644,14400,14215,46596,12279,18599,46596,152685
1527,46825,140211,283460,36751,149799,283460,940506
2750,14640,10904,3687,12020,10920,3687,55858
1537,510,2342,2048,579,2674,2048,10201
5909,650,522,2290,765,614,2290,7131
9658,22508,19853,7547,27104,19854,7547,104413
1997,17635,41699,43651,19514,41671,43651,207821
2920,21295,30111,12641,17444,35953,12641,130085
9985,169858,88472,47576,177594,88488,47576,619564
2922,9834,23303,6606,8339,24772,6606,79460
1378,206230,674417,675973,204808,680115,675973,3117516
4469,834,850,2541,893,856,2541,8515
5019,7391,12800,12402,6845,14634,12402,66474
8518,26025,22844,1340,28074,21709,1340,101332
6906,496,2425,7872,1333,2549,7872,22547
5374,242,346,195,761,751,195,2490
5427,8468,12587,22978,7509,14001,22978,88521
2849,2143,2177,348,3132,2155,348,10303
9060,27,238,636,52,239,636,1828
3067,886,2600,3828,4172,2613,3828,17927
3203,20741,2775,4577,20026,2776,4577,55472
9080,40624,61292,16360,42872,61366,16360,238874
2226,131843,159790,10624,23112,53383,10624,389376
6005,0,0,245,0,0,245,490
2799,5328,8044,3554,4610,8542,3554,33632
8539,14574,28155,4761,17511,27603,4761,97365
8833,2063,315,0,2141,317,0,4836
5825,445,373,1350,827,375,1350,4720
5303,45,125,2466,214,227,2466,5543
5291,1096,1153,9568,1866,2292,9568,25543
2695,54026,38284,5383,53815,38682,5383,195573
5957,3955,10883,4545,4024,13602,4545,41554
4814,14133,51116,7075,13883,52966,7075,146248
2151,27384,49777,652,29475,63357,652,171297
4470,935,1263,194,1235,1420,194,5241
8504,17204,7301,1740,16585,6468,1740,51038
7680,24387,16442,14808,21689,16487,14808,108621
5501,17694,32779,35990,17608,37483,35990,177544
5600,73249,117718,227484,60334,119662,227484,825931
2606,1864,2271,1067,1922,2566,1067,10757
2675,1853,61,158,2050,62,158,4342
2171,14040,20705,1308,13400,20692,1308,71453
2903,15558,30880,10587,14011,32944,10587,114567
9632,14812,13402,3268,15345,13403,3268,63498
2973,8031,12778,3658,7022,15196,3658,50343
9691,147178,159182,49599,146162,158964,49599,710684
5645,41835,65524,132742,32647,72627,132742,478117
5118,65017,84095,253757,35941,98291,253757,790858
2158,1977,2300,91,1963,2325,91,8747
5312,10166,35286,20458,11272,36855,20458,134495
9819,111085,68665,53732,112127,68664,53732,468005
3859,9257,28899,7972,10688,28897,7972,93685
9779,8021,5725,2420,10973,5726,2420,35285
8665,4942,714,0,6038,714,0,12408
9608,55025,34629,81781,58089,34630,81781,345935
9304,45402,9641,27874,45703,9645,27874,166139
8526,17626,16302,419,19558,15608,419,69932
8107,4524,4436,4902,4145,4438,4902,27347
3389,34175,20784,28579,35442,21023,28579,168582
8666,20896,8146,5429,22747,8143,5429,70790
1247,7741,7224,3172,8403,7264,3172,36976
4098,1357,1886,213,1466,1898,213,7033
1881,23182,21667,31518,21808,21768,31518,151461
2940,6584,6665,3693,6920,7625,3693,35180
4216,67730,136108,25411,70495,136347,25411,461502
7354,2183,658,465,1828,660,465,6259
9773,40623,40384,116401,41500,40377,116401,395686
2565,11241,15835,6571,11471,15876,6571,67565
2139,12115,1954,832,11848,1970,832,29551
6241,3002,371,1293,2955,555,1293,9469
2047,490,44,266,622,44,266,1732
5911,8454,11939,9293,7628,12915,9293,59522
6018,52866,57597,174116,38799,57827,174116,555321
5058,46441,40470,156641,25423,55614,156641,481230
2152,32895,77630,532,28274,91974,532,231837
6289,147,2,0,185,3,0,337
5150,113609,240172,319665,82937,231599,319665,1307647
5345,77564,179494,260847,44551,180498,260847,1003801
9533,2213,752,239,2213,755,239,6411
5119,94847,134764,560623,50382,160268,560623,1561507
2923,5590,9802,2465,3867,10665,2465,34854
6209,10493,33,806,10511,36,806,22685
5238,10780,9516,6907,11306,9855,6907,55271
2358,756,742,26,991,743,26,3284
5567,118991,267288,345622,106878,281412,345622,1465813
2974,7984,15422,1609,8953,15448,1609,51025
2769,15894,27217,14425,16391,27558,14425,115910
5881,49367,127377,74379,48316,130810,74379,504628
8506,84014,66500,13408,88809,64822,13408,330961
6019,20015,7056,48213,16650,7427,48213,147574
6498,53,114,0,60,124,0,351
6499,121198,130704,45833,124106,131280,45833,598954
3074,121997,175780,187829,114747,179144,187829,967326
3071,3954,8436,3038,4108,8608,3038,31182
7728,740705,1478789,180309,704877,1451014,180309,4736003
5330,10358,22389,17523,16016,23190,17523,106999
5331,11020,27133,26792,8016,26862,26792,126615
5175,9487,20251,30587,9758,20843,30587,121513
7038,14741,6340,6739,17351,6584,6739,58494
7039,13255,17678,69306,11606,20382,69306,201533
3674,179870,382097,77971,186265,381202,77971,1285376
3523,6690,22597,5,6421,22447,5,58165
1863,8513,10140,4419,6812,10237,4419,44540
3426,54355,148679,62356,53362,147985,62356,529093
7834,5928,4421,579,6449,4421,579,22377
2789,14889,19370,10244,16065,20888,10244,91700
9774,28419,18926,18588,28325,18925,18588,131771
2257,25803,29649,21345,25566,30462,21345,154170
9571,8827,4988,4631,8882,4988,4631,36947
5828,222,70,0,263,70,0,625
8668,738,946,0,897,947,0,3528
4426,14604,17269,519,15543,17117,519,65571
3895,2679,4251,1673,3197,4251,1673,17724
9609,4320,3903,196,6736,3904,196,19255
5568,88877,179363,220136,67453,188267,220136,964232
5428,69239,160429,247315,37613,171744,247315,933655
5460,364,1277,665,481,1462,665,4914
8528,20380,23348,607,20667,22208,607,87817
9358,62177,39935,29869,61000,39952,29869,262802
5636,38283,52523,39410,37799,55349,39410,262774
5429,22118,33051,80025,10647,36404,80025,262270
9189,13686,23012,10731,14542,23013,10731,95715
7895,4033,2970,1728,3449,2970,1728,16878
5601,10344,7223,22037,15996,10147,22037,87784
7308,16849,19085,3049,17351,19150,3049,78533
1422,30845,64016,79567,24231,65560,79567,343786
6929,5114,5442,3108,5354,5697,3108,27823
7996,38561,75413,28407,41771,75425,28407,287984
1069,89394,426258,216227,85000,434947,216227,1468053
1111,52516,65466,1501,47355,66006,1501,234345
5120,4082,5547,8191,3600,9415,8191,39026
1478,7632,6249,6470,5919,6281,6470,39021
6971,3663,5505,5443,9399,5827,5443,35280
2326,27453,26983,4362,26090,27045,4362,116295
1356,2089,95,173,2428,100,173,5058
7309,229014,678121,67137,216792,669329,67137,1927530
5376,111263,206351,445877,73676,219072,445877,1502116
1826,545416,1209958,208803,547796,1213037,208803,3933813
1077,69549,134030,30764,72012,135067,30764,472186
5068,21403,32516,84529,11914,39894,84529,274785
7946,3486,1493,472,2678,1492,472,10093
5262,3076,4182,6192,5113,4416,6192,29171
5476,5697,12082,11277,6883,12869,11277,60085
4689,3723,4748,2169,3479,4938,2169,21226
1904,11979,56136,11379,11681,57231,11379,159785
6020,33990,36202,161902,23893,36731,161902,454620
8725,13387,32472,0,11678,32359,0,89896
7451,26445,22378,93700,23119,22582,93700,281924
5310,646,1273,5544,697,4132,5544,17836
4641,14703,12268,4816,12929,12341,4816,61873
2258,37648,47651,1407,38210,60641,1407,186964
2964,10887,30885,5,2079,30683,5,74544
3219,17885,8160,29208,18816,8165,29208,111442
2907,28464,66697,17363,29039,68924,17363,227850
2908,4350,12143,1544,4782,11849,1544,36212
4533,27636,32079,2682,25840,32099,2682,123018
5021,1474,3222,3780,1930,3662,3780,17848
2281,111351,170975,57302,123706,170222,57302,690858
5122,189619,440551,878239,124463,477551,878239,2988662
2259,5768,9394,1669,6357,9766,1669,34623
2247,62745,92893,2976,72398,118783,2976,352771
5071,23081,56218,99761,16451,63140,99761,358412
7273,14663,10657,243,15963,10667,243,52436
7274,4529,909,271,5126,898,271,12004
8309,31476,17096,1769,33597,16161,1769,101868
2157,16271,8928,937,18955,8943,937,54971
5526,4292,5847,21383,3913,7292,21383,64110
2090,31697,86360,4194,30767,86152,4194,243364
3115,299628,912352,319488,289960,923436,319488,3064352
5602,32856,55035,90443,22040,67352,90443,358169
5377,56454,159528,272689,42800,164870,272689,969030
5224,57664,131717,265613,48457,140842,265613,909906
2387,12932,7767,2008,12603,7792,2008,45110
3427,25866,109005,19472,24687,108785,19472,307287
9657,41387,26981,9205,38489,26981,9205,152248
9683,549642,439219,179810,546422,439128,179810,2334031
9664,4484,2870,1430,5303,2870,1430,18387
6021,58311,59216,211880,28347,59661,211880,629295
3036,29511,45972,66415,36162,49413,66415,293888
8479,24182,16899,14162,26703,16904,14162,113012
4250,608,644,0,552,637,0,2441
3524,15525,15184,874,16303,15229,874,63989
2402,14815,22069,3163,13826,22400,3163,79436
2967,0,4,0,1,4,0,9
1561,2564,7048,3107,2219,8954,3107,26999
5882,16777,18317,15612,17637,18394,15612,102349
3246,334,152,413,421,155,413,1888
9917,312595,152003,45123,291016,152004,45123,997864
2032,2092,326,621,1716,329,621,5705
3213,2015,368,854,2039,377,854,6507
2916,3277,5107,2090,2754,5775,2090,21093
9775,20480,13205,110386,20986,13205,110386,288648
1687,1037,24,602,993,23,602,3281
5423,61202,140420,346283,37497,145778,346283,1077463
7685,694,43,253,242,43,253,1528
2403,4954,7728,2625,3979,8057,2625,29968
4101,2819,5352,10,2994,5375,10,16560
4102,4237,7428,165,4344,7371,165,23710
4140,8768,12354,2759,9166,12347,2759,48153
4254,230,140,26,230,138,26,790
4129,710,720,210,621,727,210,3198
3863,44959,84392,36372,49064,84387,36372,335546
3851,20710,41035,9019,22554,41043,9019,143380
4021,12223,30423,12739,12013,30422,12739,110559
5072,50213,104702,182652,18134,94828,182652,633181
5378,16894,24817,30871,18646,50366,30871,172465
4335,1269,1476,145,1296,1520,145,5851
6634,14222,28232,2885,14875,27666,2885,90765
1195,14019,4372,2718,14967,4419,2718,43213
2494,1387,2768,795,1573,2821,795,10139
3499,15330,11533,211,14960,11525,211,53770
3992,2769,8439,1359,3131,8442,1359,25499
4473,1863,3369,19001,1854,3397,19001,48485
2102,28354,68822,4091,29230,68476,4091,203064
3525,11356,7733,220,11208,7727,220,38464
4463,247,528,0,280,542,0,1597
5477,1735,6216,6284,1740,7595,6284,29854
3944,1782,3304,519,1972,3307,519,11403
4409,1934,2598,77,2731,2531,77,9948
2433,6240,1005,180,7124,1004,180,15733
3526,47030,139462,1780,43481,138810,1780,372343
3528,3060,1551,248,3602,1552,248,10261
1128,28625,45024,1187,32055,44768,1187,152846
4887,5548,10562,4301,5368,12047,4301,42127
8805,54637,132092,41821,56993,132006,41821,459370
6133,211373,682166,382707,208493,679842,382707,2547288
5657,65621,159336,201221,60485,166554,201221,854438
5123,106090,152439,478938,72034,170916,478938,1459355
5461,9610,23725,11205,10724,24374,11205,90843
5462,184,303,367,180,380,367,1781
3062,8219,16152,19983,9251,16074,19983,89662
3214,5,17,0,8,18,0,48
5757,1339,563,1074,1254,539,1074,5843
8801,8088,16672,297,8190,16669,297,50213
7452,82659,95251,269127,67306,99449,269127,882919
2752,2316,1712,493,2847,1735,493,9596
8670,2616,1116,0,2554,1120,0,7406
5225,3581,8827,32397,2896,11280,32397,91378
2308,2747,4777,303,3268,4807,303,16205
5332,1697,5065,20007,1485,7186,20007,55447
5208,43853,65657,164521,18424,73446,164521,530422
3580,182697,430692,35640,180415,429614,35640,1294698
5885,26350,48652,38373,26399,49525,38373,227672
5455,25358,147673,83537,20138,155265,83537,515508
1078,944,532,162,956,549,162,3305
9820,37710,20179,12440,44746,20179,12440,147694
9804,13834,13192,3640,16881,13193,3640,64380
9821,27484,23050,13566,34604,23050,13566,135320
9623,31617,17616,17693,35143,17616,17693,137378
9936,51031,50037,70159,54912,50036,74849,351024
3422,5441,9904,1313,5005,9907,1313,32883
6819,12012,8161,17838,9578,8229,17838,73656
2459,1453,143,0,2082,160,0,3838
4251,453,395,0,424,405,0,1677
8540,19,63,0,32,77,0,191
8548,17529,12744,511,19553,12961,511,63809
8541,7560,4684,0,6667,4591,0,23502
4023,3627,11382,2999,2823,11386,2999,35216
3850,14254,18175,5102,14503,18190,5102,75326
3744,6502,6830,4272,7266,6860,4272,36002
3904,72455,174891,44676,69064,174967,44676,580729
5883,97841,294891,88023,96033,291673,88023,956484
8254,8748,6222,13719,8659,6221,13719,57288
9667,66595,66971,18295,67248,66974,18295,304378
2198,35097,50617,4128,35797,49512,4128,179279
4181,41082,78248,12578,42558,78094,12578,265138
5928,26399,38684,23585,27045,42339,23585,181637
3870,23033,57780,17427,24545,57788,17427,198000
4313,7978,13706,14101,8656,13114,14101,71656
8860,2368,409,1045,2436,409,1045,7712
5276,37553,87189,89053,36892,87040,89053,426780
5537,212883,700698,210253,230105,730649,210253,2294841
5829,149,74,199,138,79,199,838
5540,68591,136246,30314,54346,108149,30314,427960
9958,6011,3779,1340,6963,3779,3238,25110
6022,174001,173175,304253,156419,173245,304253,1285346
2671,40174,67430,16941,39241,67345,16941,248072
2874,29512,39324,11841,29949,39469,11841,161936
1346,1022,850,385,1011,866,385,4519
2337,16793,23796,563,15480,23317,563,80512
2521,28963,91372,13136,32109,91429,13136,270145
2875,8154,7715,4418,9555,7740,4418,42000
2753,469542,753099,156781,451938,752741,156781,2740882
5285,25316,65070,90688,20804,66252,90688,358818
