NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0708        Entries & Exits," 0708 Interchanges"
3961,3668,5007,288,8963,3606,5004,288,8898,17861,
4148,432,195,0,627,475,206,0,681,1308,
8640,2208,4592,0,6800,1917,1130,0,3047,9847,
2397,5833,13899,7164,26896,6596,12447,7164,26207,53103,
2953,32359,36804,24865,94028,21879,42833,24865,89577,183605,
5416,3974118,2368542,565920,6908580,3282189,1972939,565920,5821048,12729628,932229
8641,372,109,0,481,304,108,0,412,893,
3051,130558,203910,221297,555765,134023,204206,221297,559526,1115291,18829
6877,173782,231933,1189593,1595308,155745,231892,1189593,1577230,3172538,6672
9794,46843,37544,44777,129164,61262,37544,44777,143583,272747,
2655,5077,1383,147,6607,5687,1378,147,7212,13819,
8117,11350,11175,9490,32015,11992,11205,9490,32687,64702,283
4022,384,351,464,1199,541,352,464,1357,2556,
5796,54098,99727,43109,196934,48447,106687,43109,198243,395177,
5169,218317,385689,567528,1171534,233618,375976,567528,1177122,2348656,322482
9956,8875,10258,20963,40096,11059,10258,20963,42280,82376,
5363,138938,154052,652945,945935,117481,155461,652945,925888,1871823,
9501,28302,17324,5650,51276,27197,17315,5650,50162,101438,
7921,1278,346,9457,11081,1380,358,9457,11195,22276,
2454,1284,44,36,1364,1363,43,36,1442,2806,
9813,3974995,3693785,3327841,10996622,3657820,3675708,3327841,10661370,21657992,1735566
9950,2172683,3311032,1763234,7246949,2100604,3548795,1763234,7412634,14659583,1164500
8360,26369,32237,3003,61609,25340,32226,3003,60569,122178,
2301,4271,5856,6907,17034,4600,6052,6907,17559,34593,
8715,4766,6549,1403,12718,7152,6159,1403,14714,27432,
8828,1231,1281,0,2512,1636,1159,0,2795,5307,
9503,43750,35106,47195,126051,51697,35110,47195,134002,260053,
9301,9259,11405,4939,25603,11611,11508,4939,28058,53661,
2895,59426,150554,38007,247987,53801,148162,38007,239970,487957,
4760,136178,319256,56904,512338,131031,314548,56904,502483,1014821,47325
5338,5907,12421,12627,30955,7031,12553,12627,32211,63166,
4457,37626,44116,6104,87846,39318,44140,6104,89562,177408,
5629,167129,147749,471644,786522,169612,147405,471644,788661,1575183,
2948,6887,13520,4587,24994,5225,15299,4587,25111,50105,
5474,8722,13215,19088,41025,9647,13922,19088,42657,83682,
8284,7500,10979,1586,20064,8855,11000,1586,21440,41504,
9096,15,4,0,19,112,4,0,116,135,
8643,1155,1157,108,2420,1546,3513,108,5167,7587,
5298,3213,7231,5488,15931,3250,8310,5488,17047,32978,
6878,110926,168127,765700,1044754,113868,168142,765700,1047710,2092464,
8025,46338,67148,24029,137515,48184,67106,24029,139319,276834,1169
1220,7025,6079,1763,14867,7679,6085,1763,15527,30394,
6028,67356,74142,413016,554514,62150,74025,413016,549191,1103705,
3033,33567,67056,81182,181805,34774,68953,81182,184909,366714,
5272,40947,85495,98018,224460,39627,85639,98018,223284,447744,
2962,13150,21926,8224,43300,7646,21848,8224,37718,81018,
1409,76052,82986,537452,696490,61097,82870,537452,681419,1377909,194034
9635,97420,57646,68695,223761,100785,57701,68695,227181,450942,
4131,5452,1857,4142,11451,5867,1897,4142,11906,23357,
6206,9187,826,1241,11254,9206,830,1241,11277,22531,
6029,23242,24780,113582,161604,21085,24842,113582,159509,321113,
1965,30258,39530,8388,78176,27350,39813,8388,75551,153727,
3839,31394,18474,15489,65357,25601,18490,15489,59580,124937,
6469,127688,235763,152526,515977,124953,239185,152526,516664,1032641,175990
5514,17323,16804,50850,84977,15137,20042,50850,86029,171006,
1132,46788,66834,2451,116073,46013,66826,2451,115290,231363,
5172,225248,393069,773543,1391860,219765,400910,773543,1394218,2786078,13544
7443,357238,295547,790334,1443119,355289,295611,790334,1441234,2884353,58924
7922,2456,296,0,2752,2616,298,0,2914,5666,
6855,4371,8145,18234,30750,7516,8270,18234,34020,64770,
7032,9087,8205,30967,48259,10365,8258,30967,49590,97849,
6275,3986,129,580,4695,3600,127,580,4307,9002,
4892,81878,68176,39917,189971,86047,68971,39917,194935,384906,
1463,66879,76656,121934,265469,66854,76742,121934,265530,530999,
7328,50668,139216,18829,208713,51438,137733,18829,208000,416713,126
2218,75933,54464,1196,131593,72000,54453,1196,127649,259242,
1996,1669,773,4088,6530,1495,868,4088,6451,12981,
2325,21527,18030,6827,46384,19323,18064,6827,44214,90598,
9725,19397,18790,13099,51286,15618,26999,13099,55716,107002,
2900,24710,53389,12727,90826,19697,57149,12727,89573,180399,
3136,9891,7819,25783,43494,12926,8139,25783,46849,90343,
5138,75425,143216,343426,562067,87591,144045,343426,575062,1137129,
9681,65508,53300,48784,167592,65140,53138,48784,167062,334654,573
9682,89044,68574,78222,235840,89165,68643,78222,236030,471870,
5146,197233,301631,842514,1341378,216558,300339,842514,1359411,2700789,
9610,2650,10086,861,13597,4209,10134,861,15204,28801,
6276,1352,218,1164,2734,1749,226,1164,3139,5873,
6280,74629,117925,9124,201677,77172,116076,9124,202371,404048,5349
2825,8782,10578,1018,20378,11134,10650,1018,22802,43180,
8155,4879,711,6707,12297,4556,713,6707,11976,24273,
5139,142641,173812,682756,999209,120798,173397,682756,976951,1976160,1456927
2955,21455,33206,22234,76895,20518,37611,22234,80363,157258,2587
5631,938821,1547846,1484447,3971114,1016471,1511317,1484447,4012235,7983349,875982
8567,167368,162866,48467,378701,160858,167964,48467,377289,755990,
5588,77787,71788,426573,576148,80175,71143,426573,577891,1154039,
3563,1618,19701,2682,24001,1499,20565,2682,24746,48747,
7299,3717,3199,1120,8036,4184,3059,1120,8363,16399,
4300,11683,273,305,12261,11044,273,305,11622,23883,
7930,5710,226,234,6170,6191,225,234,6650,12820,
6281,6851,4637,1926,13414,7885,4829,1926,14640,28054,361
5364,65485,74827,339163,479474,60906,74710,339163,474778,954252,
6977,109920,116987,739674,966581,82542,116991,739674,939207,1905788,
6867,97418,144858,484865,727141,85969,144831,484865,715665,1442806,130753
6978,17987,23926,145678,187591,15664,23970,145678,185312,372903,
3053,58711,86284,120196,265191,59511,86467,120196,266174,531365,
7300,1993,2164,618,4775,2249,2237,618,5104,9879,
2896,30313,66991,16982,114286,20154,67430,16982,104566,218852,
6075,27341,37434,125973,190748,36509,40460,125973,202942,393690,
2585,5522,10900,2350,18772,4090,12273,2350,18713,37485,
4577,37127,19273,109902,166302,37222,19129,109902,166253,332555,
9810,87720,59230,62532,209482,80533,59209,62532,202274,411756,
2845,18717,24345,11101,54163,16459,26915,11101,54475,108638,
7266,13594,19149,1200,33942,15139,19315,1200,35653,69595,
2295,11258,11725,2430,25412,10236,12545,2430,25210,50622,
8411,201908,292492,55857,550257,198753,293969,55857,548579,1098836,20758
4521,31436,36841,1153,69430,31724,37110,1153,69987,139417,
2229,17099,28001,196,45296,18213,27981,196,46390,91686,
5173,8275,8050,5348,21673,10147,8210,5348,23705,45378,
2572,7688,9249,6884,23821,5950,10680,6884,23514,47335,
7568,8441,23727,3552,35720,9039,23740,3552,36331,72051,
5037,6187,11677,19467,37331,6628,13412,19467,39507,76838,
5947,12097,6447,15588,34132,13673,6901,15588,36162,70294,
9726,151116,108240,109329,368685,160157,108222,109329,377708,746393,2007
2219,289646,234750,2985,527380,286113,234613,2985,523711,1051091,142849
9727,123516,84021,104905,312442,116330,84059,104905,305294,617736,
8241,4949,4211,1683,10843,5658,4202,1683,11543,22386,
5450,60440,123194,109497,293131,57817,121967,109497,289281,582412,44022
1413,72619,79800,430043,582462,73579,79507,430043,583130,1165592,
5560,97691,132904,400462,631057,91873,132786,400462,625121,1256178,
5561,127700,363005,662769,1153474,117955,362534,662769,1143259,2296733,
5589,78047,101834,264589,444470,73530,101626,264589,439745,884215,
1033,12670,15713,644,29027,11949,15656,644,28249,57276,
1145,14672,18483,892,34047,16102,18485,892,35479,69526,
5940,27705,18447,19418,65570,29777,18990,19418,68185,133755,
3007,10944,14515,16240,41699,11019,15018,16240,42277,83976,
2767,34684,26492,14194,75370,40368,26512,14194,81074,156444,
3191,26610,35149,115550,177309,26788,35177,115550,177515,354824,
2557,4958,1061,1818,7837,5467,1057,1818,8342,16179,
4458,16331,1405,61490,79226,15413,1384,61490,78287,157513,
1521,27877,28351,98400,154628,27196,28586,98400,154182,308810,
7374,847,64,1193,2104,721,305,1193,2219,4323,
1533,24634,56902,82578,164114,24514,58051,82578,165143,329257,
6804,18891,14255,39662,72808,20475,14337,39662,74474,147282,
6827,231142,277114,338428,846684,250247,277481,338428,866156,1712840,
6879,181718,286137,1269882,1737737,182362,286021,1269882,1738265,3476002,
1543,166324,450906,839859,1457089,170889,462149,839859,1472897,2929986,3198
5140,6927,7988,20059,34974,7900,8161,20059,36120,71094,
6012,48555,77102,427734,553392,44048,77147,427734,548929,1102321,
7401,12992,21024,153991,188008,14534,21021,153991,189546,377554,
2027,3839,1932,2586,8356,4265,1945,2586,8795,17151,
8213,199091,273032,115978,588101,203291,273139,115978,592408,1180509,158
1397,147882,211892,816826,1176599,139573,213653,816826,1170052,2346651,273793
598,24115,52036,70738,146889,24276,52036,70738,147050,293939,
2230,24035,32146,7285,63465,24402,32463,7285,64149,127614,
4579,1876,174,4388,6438,2577,211,4388,7176,13614,
8009,72177,95312,29066,196555,73922,95174,29066,198162,394717,163
9246,3856,2859,2048,8763,3908,2856,2048,8812,17575,
6902,13223,16663,15798,45684,14897,15737,15798,46432,92116,
6905,13970,22984,36313,73267,13433,22514,36313,72260,145527,
5633,140837,244483,466926,852246,144568,253182,466926,864676,1716922,98630
5489,67250,142019,287471,496740,62257,144417,287471,494145,990885,
5219,150385,428005,391531,969921,147367,431982,391531,970880,1940801,22749
1398,41068,136257,114192,291517,43111,144901,114192,302204,593721,
6070,267874,316081,295313,879268,277996,315637,295313,888946,1768214,
6528,9429,16962,3232,29623,12543,17029,3232,32804,62427,2860
6845,19973,28900,149166,198039,21531,29519,149166,200216,398255,
2826,9960,11024,655,21639,10184,11058,655,21897,43536,
2604,4163,10473,2046,16682,3081,12324,2046,17451,34133,
4594,4798,1702,1686,8186,8039,1734,1686,11459,19645,
5532,276690,390927,332195,999812,269333,394566,332195,996094,1995906,285845
6260,169,4,0,173,140,3,0,143,316,
4079,33563,29591,623,63777,33538,29289,623,63450,127227,
2428,13545,531,486,14562,14825,534,486,15845,30407,
2146,1014,14,415,1443,1058,16,415,1489,2932,
9634,22478,19071,16015,57564,24326,19071,16015,59412,116976,
7569,4233,4540,1361,10134,4613,4506,1361,10479,20613,
5289,28789,31960,187240,247989,27041,32027,187240,246309,494298,
3186,204382,292381,525678,1022440,192092,293286,525678,1011056,2033496,162892
5050,67107,87103,403242,557452,61719,87203,403242,552164,1109616,
3513,3412,20581,4131,28124,3978,23941,4131,32050,60174,
9419,410757,329581,160514,900852,258774,287214,160514,706502,1607354,359063
5490,256845,611896,1041746,1910487,260357,617385,1041746,1919488,3829975,512406
2768,58520,98030,39800,196350,46350,98097,39800,184247,380597,1032
5220,38277,87848,199138,325263,36458,90771,199138,326367,651630,
8498,44293,37646,23801,105740,53694,37962,23801,115457,221197,
1434,12356,17528,117288,147173,12417,18779,117288,148485,295658,
2860,45139,73458,32550,151147,37649,77190,32550,147389,298536,48
6283,4203,279,21,4503,3777,278,21,4076,8579,
3845,55116,48713,51325,155154,55635,48710,51325,155670,310824,
3908,8073,8481,4413,20967,7077,8469,4413,19959,40926,
2861,62064,79057,59405,200526,44940,90403,59405,194748,395274,
8524,104524,90977,21436,216937,105097,91114,21436,217647,434584,9471
6220,12305,6209,9093,27607,14598,6253,9093,29944,57551,
5893,46394,43446,86483,176323,46857,44830,86483,178170,354493,
1148,19533,32791,1963,54287,18605,33512,1963,54080,108367,
7887,2555,867,1557,4979,2185,870,1557,4612,9591,
9981,151673,140585,161466,453724,138685,140713,161466,440864,894588,45
9982,3644,2674,866,7184,6277,2699,866,9841,17025,
2656,8076,1780,173,10029,8514,1762,173,10449,20478,155
8647,1532,416,719,2667,1253,709,719,2681,5348,
2149,14201,13768,6124,34093,14404,13765,6124,34293,68386,899
1391,190505,354529,289747,834781,189966,376102,289747,855815,1690596,31806
1522,72276,104137,352054,528467,72673,109859,352054,534586,1063053,
4028,10709,17942,18887,47538,13664,17948,18887,50499,98037,
4524,13427,9123,6440,28990,19513,9113,6440,35066,64056,
3146,58210,126312,110990,295512,55422,130934,110990,297346,592858,
8129,164,2,0,166,146,2,0,148,314,
3607,83368,257087,110569,451024,81929,255677,110569,448175,899199,29726
5174,51514,110351,241565,403430,52202,111760,241565,405527,808957,
5066,219890,258683,932323,1410897,205653,258754,932324,1396732,2807629,1488664
5590,77199,65075,194283,336557,79263,65029,194283,338575,675132,
6818,64765,78598,163017,306379,64927,79115,162887,306928,613307,
6085,135057,145371,318013,598441,139540,146271,318143,603954,1202395,985
8067,7371,2147,4212,13730,9270,2267,4212,15749,29479,
2138,8968,2219,577,11764,10103,2226,577,12906,24670,
5417,1562,5983,5427,12972,2292,5856,5427,13575,26547,
7766,2806,1703,2960,7469,3633,1723,2960,8316,15785,6000
7506,55604,94156,25547,175307,60672,94047,25547,180266,355573,2543
3194,3298,3776,3428,10502,3260,4441,3428,11129,21631,
2691,1793,1792,0,3585,1741,1852,0,3593,7178,
5235,82715,128785,213526,425026,81491,129168,213526,424185,849211,
9909,79301,47047,30586,156934,61016,47017,30586,138619,295553,
3054,236458,429702,383593,1049753,251630,429768,383593,1064991,2114744,47425
5202,15494,19762,81149,116405,19748,23356,81149,124253,240658,
6919,110559,152140,606013,868712,100126,152090,606013,858229,1726941,
3314,23853,37454,9097,70404,26021,38442,9097,73560,143964,
6009,119171,361341,1843980,2324492,220737,362194,1843968,2426899,4751391,137272
2356,29173,45879,412,75464,29204,45911,412,75527,150991,
5236,33718,45067,198570,277355,33190,47478,198570,279238,556593,
9983,48166,36349,32936,117451,55190,36344,32936,124470,241921,
9676,28787,18569,35155,82511,31779,18573,35155,85507,168018,
9630,53721,18313,29580,101613,52290,18307,29580,100177,201790,
2231,51174,38947,415,90536,50792,39001,415,90208,180744,
5539,55524,20794,40975,117293,56952,21220,40975,119147,236440,5770
5591,32456,31083,101207,164746,30979,31146,101207,163332,328078,
1870,22859,74651,17073,114583,23493,78230,17073,118796,233379,
2398,21827,42653,11378,75858,16035,50132,11378,77545,153403,8878
5880,23096,22233,38300,83629,24719,23100,38300,86119,169748,
6086,307934,399259,559099,1266292,319444,398691,559099,1277234,2543526,71263
5107,199489,231202,1056182,1486873,170585,231511,1056182,1458278,2945151,257410
6880,62790,105019,97503,265312,61580,106528,97503,265611,530923,
5141,2973,5844,9651,18468,4728,6005,9651,20384,38852,
2901,4264,15011,5447,24722,4320,17041,5447,26808,51530,
1221,29282,20786,10148,60216,30835,20911,10148,61894,122110,
5308,4023,4389,11447,19859,5991,4366,11447,21804,41663,
5941,9229,2025,2549,13803,9200,2045,2549,13794,27597,
2437,22319,84909,6633,113861,19990,68569,6633,95192,209053,959
9738,13631,15007,10315,38953,15585,15012,10315,40912,79865,14580
6979,69389,114440,752393,936222,41186,114421,752393,907999,1844221,
4794,3968,9435,2784,16187,4083,10073,2784,16940,33127,
5717,27345,93724,19598,140667,29186,95031,19598,143815,284482,1355
8436,9993,4518,3137,17648,12438,4516,3137,20091,37739,
5418,117094,152339,545277,814710,102685,152315,545277,800278,1614988,
5523,80876,94564,130128,305568,76609,104642,130128,311379,616947,
2193,79844,99472,2120,181436,76811,99470,2120,178401,359837,25203
2828,7305,11078,851,19234,8416,11191,851,20458,39692,
2432,10557,164,144,10865,11353,163,144,11660,22525,
4189,237,118,368,723,259,120,368,747,1470,
5365,93168,120827,291428,505423,108376,116455,291428,516259,1021682,
8212,48631,31301,32996,112928,49227,31258,32996,113481,226409,
6015,59187,74601,385135,518924,52279,74661,385135,512076,1031000,
8499,166431,100371,96883,363685,165366,100113,96883,362362,726047,
5309,199183,382104,601632,1182919,206924,390285,601632,1198841,2381760,69955
5562,43457,47652,91069,182178,44614,47481,91069,183164,365342,
2105,5035,2276,194,7505,5506,2269,194,7969,15474,
8720,57841,71176,20238,149255,59862,74503,20238,154603,303858,
2399,452,297,5,754,443,294,5,742,1496,
2303,29262,44440,2971,76673,28113,44513,2971,75597,152270,
5563,106065,105899,361115,573079,103539,105620,361115,570274,1143353,416
5273,164633,384227,549734,1098594,150945,385648,549734,1086327,2184921,440023
7327,17047,27998,4142,49187,20019,27736,4142,51897,101084,
1563,5999,6542,6220,18761,6867,6875,6220,19962,38723,
8071,10581,10409,15629,36619,10927,11012,15629,37568,74187,
1734,8570,5232,9439,23241,10362,5235,9439,25036,48277,
2194,46579,54006,246,100831,47476,54056,246,101778,202609,
6221,119,27,10,156,110,29,10,149,305,
1862,47735,26096,7757,81588,39128,26120,7757,73005,154593,
8437,582038,626346,134357,1342741,568185,627186,134357,1329728,2672469,200328
8126,254546,605121,209471,1069138,222727,611644,209471,1043842,2112980,67805
2937,4200,2289,3638,10127,2410,3053,3638,9101,19228,
2558,4416,944,180,5540,3948,949,180,5077,10617,
3072,28456,44179,48361,120996,29357,47509,48361,125227,246223,
8098,3104,5348,2130,10582,3719,5329,2130,11178,21760,
6108,141165,307272,331825,780262,140237,311946,331825,784008,1564270,10
8921,21228,12143,8365,41736,21852,12270,8365,42487,84223,
2235,135083,108799,8659,252541,133663,108563,8659,250885,503426,186576
5463,33627,54750,195783,284160,30686,56076,195783,282545,566705,93515
8099,4209,6772,5535,16516,4489,6784,5535,16808,33324,
2160,80981,128518,1616,211115,82915,131442,1616,215973,427088,14127
2829,6107,10778,3567,20452,5148,12432,3567,21147,41599,
2959,3304,4611,5774,13689,2159,5657,5774,13590,27279,
6310,6287,2484,2020,10791,6423,2511,2020,10954,21745,
9845,260122,181858,152741,594721,253775,181844,152741,588360,1183081,755646
6851,5192,4593,14561,24346,8365,4564,14561,27490,51836,
9618,7744,1902,37684,47330,6606,1899,37684,46189,93519,
5495,24138,36742,83789,144669,24957,36627,83789,145373,290042,
6881,325664,551872,2195191,3072726,300764,551064,2195191,3047019,6119745,20282
8568,222970,181022,73004,476997,205772,182166,73004,460943,937940,
2236,2448,2718,1430,6596,1836,2631,1430,5897,12493,
2122,364,26,127,517,197,26,127,350,867,
6882,70037,50655,201857,322549,74157,50761,201857,326775,649324,
8922,20087,7267,8779,36133,20124,7608,8779,36511,72644,
8648,4588,654,974,6216,4180,4483,974,9637,15853,
8778,791,28,36,855,744,29,36,809,1664,
9136,150023,202065,176246,528334,145494,181704,176246,503444,1031778,32972
9646,9198,7262,6994,23454,9460,7284,6994,23738,47192,
8649,178765,318326,13736,510826,179335,271674,13736,464744,975570,38118
8614,114,27,0,141,141,28,0,169,310,
8924,51165,27028,22113,100306,45274,27446,22113,94833,195139,
7217,349084,609422,443353,1401859,352186,609997,443353,1405536,2807395,192072
2817,26276,26449,13919,66644,22892,31650,13919,68461,135105,
9508,126912,138670,120226,385808,134706,138714,120226,393646,779454,
5592,85880,79375,258361,423616,88586,79355,258361,426302,849918,
3110,3177,2375,1686,7238,2952,2364,1686,7002,14240,
3170,14017,12932,42136,69085,22564,14136,42136,78836,147921,
3555,3213,17665,7165,28043,3045,21667,7165,31877,59920,
1097,29361,27344,1708,58413,29519,27200,1708,58427,116840,
4081,1774,716,0,2490,1785,705,0,2490,4980,
9648,216809,139742,212554,569105,224395,139725,212554,576674,1145779,
9995,67523,61833,41935,171291,71763,61834,41935,175532,346823,
2605,4400,5783,3210,13393,2749,6690,3210,12649,26042,
5038,6616,9075,6128,21819,8386,9456,6128,23970,45789,
8468,286909,244467,53561,584937,296641,247565,53561,597767,1182704,562
8925,14808,17410,4376,36594,16614,17452,4376,38442,75036,
6838,32035,48716,318299,399050,31591,50499,318299,400389,799439,
1655,11303,11209,31067,53579,11868,11209,31067,54144,107723,
3325,24638,68360,48234,141232,26057,71855,48234,146146,287378,
1384,780,939,1769,3488,723,795,1769,3287,6775,
5678,3644,17579,459,21682,5882,17625,459,23966,45648,
5079,2094,1339,3407,6840,2185,1464,3407,7056,13896,
5205,18365,17245,35476,71086,30678,17548,35476,83702,154788,
1976,29404,37833,23142,90379,30869,38568,23142,92579,182958,
5419,36082,41545,204527,282154,28886,42220,204527,275633,557787,
7011,2039,1176,5421,8636,2451,1167,5421,9039,17675,
9816,6803,5367,4520,16690,9252,5364,4520,19136,35826,
1447,20022,25772,147281,193075,17723,28043,147281,193046,386121,
1448,54474,60820,384771,500065,50328,60899,384771,495997,996062,
3092,122749,179897,798563,1101209,125325,177442,798563,1101330,2202539,11440
5080,53306,68260,286571,408138,46949,68269,286571,401789,809927,2
1553,94583,108332,333292,536207,75537,121646,333292,530475,1066682,
1449,46378,43919,288624,378921,50431,43895,288624,382950,761871,
1399,24394,33854,88633,146880,25918,34963,88633,149514,296394,
1966,4895,3631,1599,10125,4916,3665,1599,10180,20305,
1857,108320,217714,212054,538088,114767,221080,212054,547901,1085989,22608
5593,87362,73408,264946,425716,89515,73355,264946,427816,853532,
5594,71971,81608,165761,319341,61512,81324,165761,308598,627939,
3571,630,1257,662,2549,658,1186,662,2506,5055,
3237,50480,36456,28589,115525,47078,40134,28589,115801,231326,
5108,79980,68161,345022,493163,67171,68094,345022,480287,973450,
4581,123986,192717,163554,480257,127385,191845,163554,482784,963041,
1229,11445,8029,5550,25024,11586,8034,5550,25170,50194,2533
4132,4497,1993,1026,7516,5063,2009,1026,8098,15614,
1415,20748,29150,256453,306351,19630,29318,256453,305401,611752,
7516,995,86,0,1081,1312,93,0,1405,2486,
8652,53,11,49,113,69,13,49,131,244,
4083,4802,1348,0,6150,4603,1350,0,5953,12103,
9512,69177,78664,55315,203156,70400,78592,55315,204307,407463,10049
9516,10099,10951,15303,36353,10838,10952,15303,37093,73446,
9960,15338,11505,8241,35084,20524,11507,8241,40272,75356,
9517,158284,130172,171165,459621,148116,130142,171165,449423,909044,80642
8653,318,52,0,370,313,54,0,367,737,
3008,13534,37070,19339,69943,13423,38605,19339,71367,141310,
9142,14167,19032,15585,48784,12975,17554,15585,46114,94898,
1427,1013709,1871933,2443095,5328737,961688,2052643,2443097,5457428,10786165,
1392,73293,85818,137410,296521,74470,87419,137410,299299,595820,
7115,75696,209284,55085,340065,77404,207676,55085,340165,680230,37
1109,102481,133772,5522,241775,100495,133566,5522,239583,481358,
5823,56,346,78,480,37,438,78,553,1033,
9817,23155,19076,18916,61147,27446,19084,18916,65446,126593,
4508,7509,6852,7356,21717,8248,7191,7356,22795,44512,
9217,5252,1953,2721,9926,4425,2235,2721,9381,19307,
5565,434520,813401,1617163,2865084,497005,811505,1617163,2925673,5790757,
5366,34192,29439,81629,145260,32942,29435,81629,144006,289266,
8655,10560,5312,625,16497,10998,5296,625,16919,33416,
3073,8184,9868,10384,28436,9753,10458,10384,30595,59031,
6862,3231,3776,12367,19374,4122,3852,12367,20341,39715,
6527,22608,17035,10243,49886,24122,17060,10243,51425,101311,
2124,162674,201752,3841,368267,165789,201693,3841,371323,739590,60385
1867,28337,33697,8242,70276,26956,33739,8242,68937,139213,
2057,6886,4335,870,12091,7129,4324,870,12323,24414,
1959,2562,1710,4186,8458,2505,2171,4186,8862,17320,
9145,154247,281783,140147,576177,160344,275079,140147,575570,1151747,18297
9518,2820,4507,740,8067,2814,4504,740,8058,16125,
2245,104896,129143,788,234827,114539,129188,788,244515,479342,23802
2668,67463,23316,18725,109504,73896,23474,18725,116095,225599,22733
9771,20089,15300,10473,45862,22411,15303,10473,48187,94049,
9230,8857,4460,6251,19568,9546,4871,6251,20668,40236,
9766,19840,19320,21169,60329,19978,19321,21169,60468,120797,
6466,79,1,0,80,45,1,0,46,126,
6401,9865,5641,3369,18875,8873,5637,3369,17879,36754,
6565,6316,4344,2641,13301,6979,4351,2641,13971,27272,
8214,41951,53702,25123,120776,45599,53924,25123,124646,245422,
6088,59874,55315,110101,225290,66202,56220,110101,232523,457813,
4206,6990,3983,1039,12012,6783,4077,1039,11899,23911,
5109,18074,23277,86769,128120,30792,23783,86769,141344,269464,
8546,34884,28072,2943,65899,31984,28527,2943,63454,129353,
4228,1709,236,195,2140,2054,232,195,2481,4621,
2848,44649,54939,44911,144499,47003,54819,44911,146733,291232,
8657,12596,7801,-10,20387,11546,16367,-10,27903,48290,
9149,10750,9183,5135,25068,11115,8544,5135,24794,49862,1222
5057,65217,81100,324006,470323,56095,81046,324006,461147,931470,
7445,242310,171102,466156,879568,247295,171417,466156,884868,1764436,
8658,1927,453,108,2488,1760,434,108,2302,4790,
5504,28507,2956,3422,34885,28082,2961,3422,34465,69350,
7201,83,34,150,267,96,39,150,285,552,
4084,1654,413,10,2077,1784,420,10,2214,4291,
9710,63427,50926,38663,153016,58519,50969,38663,148151,301167,
2685,312779,361485,82051,756315,300386,359601,82051,742038,1498353,232407
5275,87338,177139,136764,401241,85363,177273,136764,399400,800641,
1017,12265,19166,7501,38932,12733,19340,7501,39574,78506,
9652,10485,9215,7353,27053,13095,9212,7353,29660,56713,
2735,7034,4239,869,12142,7618,4306,869,12793,24935,
3171,75405,83324,164522,323251,82530,83042,164522,330094,653345,
4607,14902,14952,397,30251,15296,14947,397,30640,60891,
1761,14568,5678,4961,25207,16197,5887,4961,27045,52252,
9818,29574,24789,22484,76847,39936,24788,22484,87208,164055,
2058,6288,2836,2467,11591,6459,2828,2467,11754,23345,
1871,5309,6586,270,12165,4453,6587,270,11310,23475,
5824,233,372,339,944,200,484,339,1023,1967,
4595,4334,2703,1048,8085,8026,2759,1048,11833,19918,
9876,70170,113782,99629,283581,67665,96887,99629,264181,547762,
9521,90768,74282,41239,206289,84838,74291,41239,200368,406657,
9728,57517,62716,32923,153156,59110,62721,32923,154754,307910,
3225,16458,2847,8813,28118,15891,2908,8813,27612,55730,
2669,14202,3144,3978,21324,14261,3137,3978,21376,42700,
2059,3908,919,3391,8218,4176,910,3391,8477,16695,
2339,35380,47570,8654,91604,34134,47268,8654,90056,181660,
1133,26284,41201,440,67925,31896,40950,440,73286,141211,
1534,88419,285784,446345,820548,81073,303416,446345,830834,1651382,
7925,1003,172,5403,6578,896,167,5403,6466,13044,
4597,224353,381508,96608,702468,218605,383151,96608,698364,1400832,82862
2237,87056,89077,626,176759,88051,89071,626,177748,354507,
5368,215145,218333,473861,907339,226732,216640,473861,917233,1824572,37464
4784,22647,38677,19380,80704,23010,39494,19380,81884,162588,
5110,101808,107181,560369,769358,86792,107199,560369,754360,1523718,
8487,3238094,4369178,1432638,9039910,3359129,4289895,1432638,9081662,18121572,1655205
1947,542958,1396524,545626,2485109,555463,1382911,545626,2484000,4969109,353101
5294,4233,6172,12469,22874,6360,6241,12469,25070,47944,
7446,190628,185425,516213,892266,196603,186039,516213,898855,1791121,
1373,85326,210352,425334,721012,79575,222813,425334,727722,1448734,
3539,14,64,28,106,15,91,28,134,240,
3498,2,114,0,116,3,132,0,135,251,
5111,19249,19967,55887,95103,21784,20394,55887,98065,193168,
9955,113078,198599,105554,417231,127261,131848,105554,364663,781894,
3620,26176,53914,27683,107773,29186,53864,27683,110733,218506,
6089,180470,212734,286656,679860,182798,215622,286656,685076,1364936,
9188,63766,121789,13075,198631,68024,121486,13075,202585,401216,
2862,32379,69426,27797,129602,22203,70886,27797,120886,250488,
5329,219771,542560,600440,1362771,207512,544103,600440,1352055,2714826,577472
5051,443452,515870,2189128,3148450,442982,513658,2189128,3145768,6294218,2549391
2710,91068,34077,38002,163147,91049,34213,38002,163264,326411,
7402,9160,20987,154209,184357,11095,21003,154209,186307,370664,
7403,9770,17885,128382,156037,12342,17914,128382,158638,314675,
1177,131508,147920,47405,326833,113700,148123,47405,309228,636061,
1291,40732,53925,25980,120637,47573,54287,25980,127840,248477,34413
1579,981,6178,6179,13338,1083,6263,6179,13525,26863,
7491,235660,144473,1047665,1427798,276981,144471,1047665,1469117,2896915,
