NLC,Entries_Full,Entries_Reduced,Entries_Season,Entries_Total,Exits_Full,Exits_Reduced,Exits_Season,Exits_Total,1516 Entries & Exits,1516 Interchanges
3504,13614,94521,26382,134517,13614,94521,26382,134517,269034,0
7022,1134302,2667025,1675779,5477106,1134302,2667025,1675779,5477106,10954212,497403.092599999
6962,63617,111612,148145,323374,63617,111612,148145,323374,646748,0
9768,108376,147998,130802,387176,108376,147998,130802,387176,774352,103760.7876
1440,540195,868239,1151902,2560336,540195,868239,1151902,2560336,5120672,9300.5887
9878,23780,26121,18149,68050,23780,26121,18149,68050,136100,0
1659,2512531,4452921,4856469,11821921,2512531,4452921,4856469,11821921,23643842,0
1129,36775,68774,58226,163775,36775,68774,58226,163775,327550,0
1016,36815,57079,16251,110145,36815,57079,16251,110145,220290,0
5142,1843655,1557591,7219936,10621182,1843655,1557591,7219936,10621182,21242364,767109.814099999
1441,351325,601666,476623,1429614,351325,601666,476623,1429614,2859228,417723.1591
5164,98028.467265365,291315.993224552,127706.584452552,517051.044942469,98028.467265365,291315.993224552,127706.584452552,517051.044942469,1034102.08988494,19288.4573
5007,228118.532734635,677911.006775448,297181.415547448,1203210.95505753,228118.532734635,677911.006775448,297181.415547448,1203210.95505753,2406421.91011506,98439.3727
7292,3641,3958,3166,10765,3641,3958,3166,10765,21530,0
2186,42795,44453,23169,110417,42795,44453,23169,110417,220834,0
3542,12683,82990,31,95704,12683,82990,31,95704,191408,0
9112,10925,16835,3396,31156,10925,16835,3396,31156,62312,0
3815,272765,61117,261508,595390,272765,61117,261508,595390,1190780,0
3899,2543297,2254563,1574431,6372291,2543297,2254563,1574431,6372291,12744582,1852973.7116
3900,738556,90658,492570,1321784,738556,90658,492570,1321784,2643568,1019145.1747
9624,23570,43055,46782,113407,23570,43055,46782,113407,226814,0
9969,17630,29875,34800,82305,17630,29875,34800,82305,164610,0
9877,14062,24728,19728,58518,14062,24728,19728,58518,117036,0
1964,21081,12411,4732,38224,21081,12411,4732,38224,76448,0
2118,224683,650560,41271,916514,224683,650560,41271,916514,1833028,353009.934
6201,8651,5734,3787,18172,8651,5734,3787,18172,36344,0
9702,57721,71660,68642,198023,57721,71660,68642,198023,396046,0
4068,115354,64241,30302,209897,115354,64241,30302,209897,419794,13523.9682
9769,19911,26455,19861,66227,19911,26455,19861,66227,132454,0
2640,50893,31814,20579,103286,50893,31814,20579,103286,206572,9912.8213
9028,29081,21323,11556,61960,29081,21323,11556,61960,123920,0
9897,42041,78993,50043,171077,42041,78993,50043,171077,342154,0
1442,169992,284781,122273,577046,169992,284781,122273,577046,1154092,0
8621,2060,1276,113,3449,2060,1276,113,3449,6898,0
5405,195027,224323,295708,715058,195027,224323,295708,715058,1430116,0
5406,139318,182634,165265,487217,139318,182634,165265,487217,974434,0
9704,10381,23448,8569,42398,10381,23448,8569,42398,84796,9993.9083
9680,15942,26532,19226,61700,15942,26532,19226,61700,123400,0
3098,31470,25083,37507,94060,31470,25083,37507,94060,188120,0
5703,14109,93146,13478,120733,14109,93146,13478,120733,241466,68294.2106
8359,91519,97893,98010,287422,91519,97893,98010,287422,574844,8724.446
2919,20591,30988,22552,74131,20591,30988,22552,74131,148262,0
7914,2295,170,0,2465,2295,170,0,2465,4930,0
5351,113282,143168,307648,564098,113282,143168,307648,564098,1128196,0
5077,127979,141712,310686,580377,127979,141712,310686,580377,1160754,62234.7166
5047,216696,275290,709219,1201205,216696,275290,709219,1201205,2402410,33739.0123
3820,239066,54670,158087,451823,239066,54670,158087,451823,903646,0
9795,61918,114820,116518,293256,61918,114820,116518,293256,586512,1390.0508
8232,10408,13768,5941,30117,10408,13768,5941,30117,60234,0
3568,5,967,16,988,5,967,16,988,1976,0
2425,3178,298,429,3905,3178,298,429,3905,7810,0
6874,415005,612532,809220,1836757,415005,612532,809220,1836757,3673514,0
7447,445396,552574,269267,1267237,445396,552574,269267,1267237,2534474,0
539,168632,198307,44203,411142,168632,198307,44203,411142,822284,0
7469,231364,151530,384416,767310,231364,151530,384416,767310,1534620,0
5836,39091,40166,32760,112017,39091,40166,32760,112017,224034,0
2762,5703,15664,4316,25683,5703,15664,4316,25683,51366,0
5820,9,41,0,50,9,41,0,50,100,0
6664,76559,43074,56509,176142,76559,43074,56509,176142,352284,0
7051,2485,8807,9418,20710,2485,8807,9418,20710,41420,0
5097,8536,11865,15925,36326,8536,11865,15925,36326,72652,0
5143,2284639,4167401,8047036,14499076,2284639,4167401,8047036,14499076,28998152,827295.4266
9911,247985,369636,401856,1019477,247985,369636,401856,1019477,2038954,0
3004,41297,68826,53636,163759,41297,68826,53636,163759,327518,0
5144,158300,232129,451361,841790,158300,232129,451361,841790,1683580,396083.4226
5008,10124,13142,7824,31090,10124,13142,7824,31090,62180,0
2947,5847,2876,15287,24010,5847,2876,15287,24010,48020,0
9707,8475,14991,19483,42949,8475,14991,19483,42949,85898,0
5199,252291,445912,685743,1383946,252291,445912,685743,1383946,2767892,6366.4206
7792,966,79,242,1287,966,79,242,1287,2574,0
2870,111601,128621,152365,392587,111601,128621,152365,392587,785174,7530.1026
5352,150718,170724,241768,563210,150718,170724,241768,563210,1126420,0
1372,9108,10890,19106,39104,9108,10890,19106,39104,78208,0
2764,7583,7219,3568,18370,7583,7219,3568,18370,36740,0
6836,771833,944599,2527641,4244073,771833,944599,2527641,4244073,8488146,59935.5324
5098,91449,47304,333330,472083,91449,47304,333330,472083,944166,0
4731,305297,661984,121955,1089236,305297,661984,121955,1089236,2178472,176679.471099999
3774,55754,43511,24106,123371,55754,43511,24106,123371,246742,0
2573,14114,2623,3508,20245,14114,2623,3508,20245,40490,0
5553,97016,60820,179373,337209,97016,60820,179373,337209,674418,0
6814,321228,439208,363195,1123631,321228,439208,363195,1123631,2247262,284128.1475
5582,69276,80135,131254,280665,69276,80135,131254,280665,561330,0
5554,70268,62289,83392,215949,70268,62289,83392,215949,431898,0
2412,647853,1392877,269385,2310115,647853,1392877,269385,2310115,4620230,963799.944399998
1130,79546,125842,235587,440975,79546,125842,235587,440975,881950,0
6615,229303,489327,147086,865716,229303,489327,147086,865716,1731432,190004.9462
7736,56751,16922,37990,111663,56751,16922,37990,111663,223326,0
5200,9741,15606,37013,62360,9741,15606,37013,62360,124720,0
5840,371,576,26,973,371,576,26,973,1946,0
5255,323596,712174,579907,1615677,323596,712174,579907,1615677,3231354,30861.6554
5009,3416,8739,7005,19160,3416,8739,7005,19160,38320,0
5296,4107,4113,5029,13249,4107,4113,5029,13249,26498,0
6914,242084,360740,356250,959074,242084,360740,356250,959074,1918148,0
2823,19266,14997,21776,56039,19266,14997,21776,56039,112078,1814.7342
3267,183996,457102,266863,907961,183996,457102,266863,907961,1815922,30499.3237
5353,24706,28630,36219,89555,24706,28630,36219,89555,179110,0
4449,20708,11844,1670,34222,20708,11844,1670,34222,68444,0
5099,159913,146177,296290,602380,159913,146177,296290,602380,1204760,0
5583,156274,178710,226109,561093,156274,178710,226109,561093,1122186,0
3031,22102,60993,54455,137550,22102,60993,54455,137550,275100,0
2745,139092,84611,101470,325173,139092,84611,101470,325173,650346,0
546,108712,127020,33056,268788,108712,127020,33056,268788,537576,0
5879,74040,118629,56339,249008,74040,118629,56339,249008,498016,0
5319,14542,34966,41477,90985,14542,34966,41477,90985,181970,0
2556,13439,2159,4615,20213,13439,2159,4615,20213,40426,0
8233,22476,1678,11523,35677,22476,1678,11523,35677,71354,771.415
4365,32270,15597,16007,63874,32270,15597,16007,63874,127748,0
3785,607,375,0,982,607,375,0,982,1964,0
5121,778840,575604,1815684,3170128,778840,575604,1815684,3170128,6340256,11884.5258
6850,61812,192804,147638,402254,61812,192804,147638,402254,804508,0
5555,30825,27122,53251,111198,30825,27122,53251,111198,222396,0
2653,2620,660,47,3327,2620,660,47,3327,6654,0
5301,244063,308470,597311,1149844,244063,308470,597311,1149844,2299688,0
5595,3430940,5086741,7623429,16141110,3430940,5086741,7623429,16141110,32282220,30449390.4562998
6926,162519,279448,357400,799367,162519,279448,357400,799367,1598734,0
4069,3330,1645,94,5069,3330,1645,94,5069,10138,0
9792,73388,104036,99220,276644,73388,104036,99220,276644,553288,0
4593,529,738,31,1298,529,738,31,1298,2596,0
5556,77424,76381,193700,347505,77424,76381,193700,347505,695010,0
6274,35346,93201,1375,129922,35346,93201,1375,129922,259844,0
9718,12930,23035,10202,46167,12930,23035,10202,46167,92334,0
2795,50,8,0,58,50,8,0,58,116,0
3202,177241,39356,119596,336193,177241,39356,119596,336193,672386,0
2574,61503,32956,25597,120056,61503,32956,25597,120056,240112,0
5048,144233,135536,297328,577097,144233,135536,297328,577097,1154194,0.0218
4070,7535,4529,0,12064,7535,4529,0,12064,24128,0
9855,50691,84864,55876,191431,50691,84864,55876,191431,382862,0
9747,10879,12761,3754,27394,10879,12761,3754,27394,54788,0
9752,78558,133001,118902,330461,78558,133001,118902,330461,660922,0
9762,41592,51447,75391,168430,41592,51447,75391,168430,336860,0
5557,94952,95904,120768,311624,94952,95904,120768,311624,623248,0
4616,14553,20347,23618,58518,14553,20347,23618,58518,117036,0
3828,93454,13050,51760,158264,93454,13050,51760,158264,316528,0
6861,289124.641349187,767048.727068673,1174250.69631157,2230424.06472943,289124.641349187,767048.727068673,1174250.69631157,2230424.06472943,4460848.12945886,508316.956600001
6853,50063.3586508129,132818.272931327,203327.303688425,386208.935270565,50063.3586508129,132818.272931327,203327.303688425,386208.935270565,772417.87054113,1047.8802
9882,79975,10179,43173,133327,79975,10179,43173,133327,266654,0
6349,27562,2636,10165,40363,27562,2636,10165,40363,80726,0
5457,24157,36032,51670,111859,24157,36032,51670,111859,223718,0
2562,31741,8921,7811,48473,31741,8921,7811,48473,96946,0
4876,9850,13349,10122,33321,9850,13349,10122,33321,66642,0.0395
2451,61065,68975,13196,143236,61065,68975,13196,143236,286472,4224.3497
3005,591,77,62,730,591,77,62,730,1460,0
7515,1727,21,868,2616,1727,21,868,2616,5232,0
1227,47770,74949,33926,156645,47770,74949,33926,156645,313290,0
6488,18787,14805,14286,47878,18787,14805,14286,47878,95756,0
8708,1684,1607,5,3296,1684,1607,5,3296,6592,0
6393,4689,2341,608,7638,4689,2341,608,7638,15276,0
8470,33239,12385,38559,84183,33239,12385,38559,84183,168366,0
3624,195059,180643,154880,530582,195059,180643,154880,530582,1061164,0
2486,10253,8961,3954,23168,10253,8961,3954,23168,46336,0
5458,9112,34833,17389,61334,9112,34833,17389,61334,122668,0
3019,24219,33662,51032,108913,24219,33662,51032,108913,217826,0
5336,4189,2977,15521,22687,4189,2977,15521,22687,45374,0
3570,0,24,0,24,0,24,0,24,48,0
5821,387,5166,599,6152,387,5166,599,6152,12304,0
7504,10143,12996,3199,26338,10143,12996,3199,26338,52676,0
1847,26465,78938,33696,139099,26465,78938,33696,139099,278198,1027.736
9627,34517,52767,45793,133077,34517,52767,45793,133077,266154,0
2049,11914,873,9003,21790,11914,873,9003,21790,43580,0
8824,666,715,0,1381,666,715,0,1381,2762,0
8825,3750,1828,0,5578,3750,1828,0,5578,11156,0
3905,67268,6567,51290,125125,67268,6567,51290,125125,250250,0
1143,35222,78599,113224,227045,35222,78599,113224,227045,454090,0
4617,11326,24379,5060,40765,11326,24379,5060,40765,81530,0
5896,175215,208738,100020,483973,175215,208738,100020,483973,967946,0
8056,24939,42326,42134,109399,24939,42326,42134,109399,218798,0
8505,17415,10491,16499,44405,17415,10491,16499,44405,88810,0
5408,187949,250276,370148,808373,187949,250276,370148,808373,1616746,0
5382,31078,49103,52615,132796,31078,49103,52615,132796,265592,0
1030,816447,1685711,958558,3460716,816447,1685711,958558,3460716,6921432,400589.043300001
7416,2251,3602,129,5982,2251,3602,129,5982,11964,0
5409,3757,6521,15255,25533,3757,6521,15255,25533,51066,0
9185,29036,48239,13528,90803,29036,48239,13528,90803,181606,0
4639,74615,144299,167415,386329,74615,144299,167415,386329,772658,0
9970,17536,27808,31034,76378,17536,27808,31034,76378,152756,0
7579,24361,7531,14266,46158,24361,7531,14266,46158,92316,0
9850,2878,6058,1266,10202,2878,6058,1266,10202,20404,0
3634,27257,15027,12455,54739,27257,15027,12455,54739,109478,3907.1268
5484,206865,414253,369930,991048,206865,414253,369930,991048,1982096,4296.4889
5100,175857,178928,450340,805125,175857,178928,450340,805125,1610250,0
5754,3365,20787,3404,27556,3365,20787,3404,27556,55112,0
6837,2428,2461,10107,14996,2428,2461,10107,14996,29992,0
2225,55671,73192,109455,238318,55671,73192,109455,238318,476636,0
1874,9067,9499,1817,20383,9067,9499,1817,20383,40766,0
1243,461079,747693,212926,1421698,461079,747693,212926,1421698,2843396,1367757.1605
5832,10831,58138,8879,77848,10831,58138,8879,77848,155696,0
6007,15239,30054,14906,60199,15239,30054,14906,60199,120398,0
8826,4337,4026,0,8363,4337,4026,0,8363,16726,1466.0972
4312,8222,4422,1702,14346,8222,4422,1702,14346,28692,0
1519,113748,176969,237875,528592,113748,176969,237875,528592,1057184,0
9778,16433,53959,39377,109769,16433,53959,39377,109769,219538,0
5078,106614,121325,143448,371387,106614,121325,143448,371387,742774,0
7295,24893,60114,11043,96050,24893,60114,11043,96050,192100,0
1822,6912,12028,2375,21315,6912,12028,2375,21315,42630,0
9628,24922,38178,24311,87411,24922,38178,24311,87411,174822,0
8473,96255,64853,90242,251350,96255,64853,90242,251350,502700,0
8554,86248,58512,117663,262423,86248,58512,117663,262423,524846,0
9814,30017,77465,54722,162204,30017,77465,54722,162204,324408,0
9902,34021,2589,22761,59371,34021,2589,22761,59371,118742,0
9796,69725,163382,104237,337344,69725,163382,104237,337344,674688,0
2313,8228,11298,3635,23161,8228,11298,3635,23161,46322,0
7406,98330,141094,173207,412631,98330,141094,173207,412631,825262,0
5325,32532,44565,117284,194381,32532,44565,117284,194381,388762,0
5233,3943,7471,10892,22306,3943,7471,10892,22306,44612,0
6524,3275,8538,2362,14175,3275,8538,2362,14175,28350,0
5628,41776,54961,59478,156215,41776,54961,59478,156215,312430,0
9943,148735,307814,194695,651244,148735,307814,194695,651244,1302488,0
5356,392296,618380,802536,1813212,392296,618380,802536,1813212,3626424,498605.506999999
2305,14068,18396,5811,38275,14068,18396,5811,38275,76550,0
6008,80513,91798,201202,373513,80513,91798,201202,373513,747026,0
3107,8774,5346,15859,29979,8774,5346,15859,29979,59958,0
8625,158,58,0,216,158,58,0,216,432,0
9721,34280,46847,21834,102961,34280,46847,21834,102961,205922,3838.0719
9121,37002,55086,13736,105824,37002,55086,13736,105824,211648,0
9218,15180,9603,8727,33510,15180,9603,8727,33510,67020,0
5201,7469,6927,6008,20404,7469,6927,6008,20404,40808,0
3981,9726,1800,777,12303,9726,1800,777,12303,24606,0
3738,110587,29696,47524,187807,110587,29696,47524,187807,375614,0
4147,370,182,0,552,370,182,0,552,1104,0
7440,54738,53420,50885,159043,54738,53420,50885,159043,318086,0
2777,29913,48868,89489,168270,29913,48868,89489,168270,336540,0
9135,51628,60262,58596,170486,51628,60262,58596,170486,340972,0
8711,1874,1053,474,3401,1874,1053,474,3401,6802,0
9790,34395,75647,31560,141602,34395,75647,31560,141602,283204,0
9415,60726,85689,103331,249746,60726,85689,103331,249746,499492,0
9992,105332,151836,196351,453519,105332,151836,196351,453519,907038,65859.3057
9864,31036,51280,116375,198691,31036,51280,116375,198691,397382,0
9483,24976,44493,32679,102148,24976,44493,32679,102148,204296,0
2077,6336,1099,2696,10131,6336,1099,2696,10131,20262,0
1429,545996,1264442,1155253,2965691,545996,1264442,1155253,2965691,5931382,0
1443,552204,1113500,904116,2569820,552204,1113500,904116,2569820,5139640,0
1957,16963,11464,5101,33528,16963,11464,5101,33528,67056,0
8628,708,488,0,1196,708,488,0,1196,2392,0
7915,3012,310,220,3542,3012,310,220,3542,7084,0
3797,29781,2981,19377,52139,29781,2981,19377,52139,104278,0
4519,1388,1447,808,3643,1388,1447,808,3643,7286,0
7877,341561,647312,133376,1122249,341561,647312,133376,1122249,2244498,389546.3535
6729,3065,1230,1932,6227,3065,1230,1932,6227,12454,0
7211,5558,20618,1955,28131,5558,20618,1955,28131,56262,0
5101,340940,547568,836260,1724768,340940,547568,836260,1724768,3449536,690108.2738
8420,29808,37773,41514,109095,29808,37773,41514,109095,218190,0
2576,52606,36523,28432,117561,52606,36523,28432,117561,235122,0
5668,58048,59240,60769,178057,58048,59240,60769,178057,356114,0
2770,33295,39904,69334,142533,33295,39904,69334,142533,285066,0
3408,26401,177331,59636,263368,26401,177331,59636,263368,526736,0
3409,3482,75865,3777,83124,3482,75865,3777,83124,166248,0
5011,37371,122362,93551,253284,37371,122362,93551,253284,506568,0
5942,3615,5951,3209,12775,3615,5951,3209,12775,25550,0
2963,40500.8256545452,101100.033076809,53621.4897583584,195222.348489712,40500.8256545452,101100.033076809,53621.4897583584,195222.348489712,390444.696979424,0
5412,46877.7715951086,82160.9773758375,80681.9489829643,209720.69795391,46877.7715951086,82160.9773758375,80681.9489829643,209720.69795391,419441.39590782,212494.0702
2480,3283,1688,560,5531,3283,1688,560,5531,11062,0
8441,12785,9938,25101,47824,12785,9938,25101,47824,95648,0
2306,5446,15089,999,21534,5446,15089,999,21534,43068,0
8432,36256,35242,30204,101702,36256,35242,30204,101702,203404,0
3052,34831,38239,84440,157510,34831,38239,84440,157510,315020,0
3060,2700,1783,6053,10536,2700,1783,6053,10536,21072,0
5421,899062,1058140,1543228,3500430,899062,1058140,1543228,3500430,7000860,431168.841700001
2103,3542,700,0,4242,3542,700,0,4242,8484,0
2855,26,11,0,37,26,11,0,37,74,0
5145,106642,162891,386664,656197,106642,162891,386664,656197,1312394,0
1823,560503,1032245,290703,1883451,560503,1032245,290703,1883451,3766902,780984.883500001
7212,8845,9112,3529,21486,8845,9112,3529,21486,42972,0
3579,3192,5222,11457,19871,3192,5222,11457,19871,39742,0
8326,238772,356712,252970,848454,238772,356712,252970,848454,1696908,0
3030,303521,663602,761217,1728340,303521,663602,761217,1728340,3456680,494465.757500001
5753,43656,106715,130223,280594,43656,106715,130223,280594,561188,0
5502,3117,2154,2976,8247,3117,2154,2976,8247,16494,0
3901,18579,2490,4159,25228,18579,2490,4159,25228,50456,0
3830,31344,4764,15445,51553,31344,4764,15445,51553,103106,0
3861,30418,3457,11849,45724,30418,3457,11849,45724,91448,0
8632,26727,11499,3028,41254,26727,11499,3028,41254,82508,445.1536
7897,17321,3769,6219,27309,17321,3769,6219,27309,54618,0
2893,14985,23492,35347,73824,14985,23492,35347,73824,147648,0
2765,17168,30345,45942,93455,17168,30345,45942,93455,186910,0
7348,60266,171506,105746,337518,60266,171506,105746,337518,675036,0
3588,251,1270,559,2080,251,1270,559,2080,4160,0
6781,10294,7978,5700,23972,10294,7978,5700,23972,47944,0
4188,466,250,0,716,466,250,0,716,1432,0
5036,229,22,2997,3248,229,22,2997,3248,6496,0
2538,237,101,399,737,237,101,399,737,1474,0
2452,907,704,50,1661,907,704,50,1661,3322,0
6417,647094,906271,322536,1875901,647094,906271,322536,1875901,3751802,1374116.51380001
5961,62410.2338240167,156962.402754769,21134.7123112605,240507.348890046,62410.2338240167,156962.402754769,21134.7123112605,240507.348890046,481014.697780092,450.7364
5962,17399.7661759833,43760.5972452312,5892.28768873953,67052.6511099541,17399.7661759833,43760.5972452312,5892.28768873953,67052.6511099541,134105.302219908,49.9039
6690,37364,25124,15439,77927,37364,25124,15439,77927,155854,0
5357,136489.990926299,239221.078027822,234914.717783854,610625.786737974,136489.990926299,239221.078027822,234914.717783854,610625.786737974,1221251.57347595,136804.1046
5297,6580.23747859268,11532.9445963405,11325.3332331821,29438.5153081153,6580.23747859268,11532.9445963405,11325.3332331821,29438.5153081153,58877.0306162306,1070.1975
5413,12332,14479,35777,62588,12332,14479,35777,62588,125176,0
4525,64622,150057,135454,350133,64622,150057,135454,350133,700266,0
2766,837,1541,0,2378,837,1541,0,2378,4756,0
5033,93496,235672,112529,441697,93496,235672,112529,441697,883394,55963.1579999999
6901,12373,28955,45174,86502,12373,28955,45174,86502,173004,0
4436,1433,432,5,1870,1433,432,5,1870,3740,7747.9737
7055,55468,121769,72984,250221,55468,121769,72984,250221,500442,0
3099,28794,19144,28635,76573,28794,19144,28635,76573,153146,0
6000,117822,78983,148570,345375,117822,78983,148570,345375,690750,0
9317,29266,31113,21698,82077,29266,31113,21698,82077,164154,0
8057,30057,57022,35057,122136,30057,57022,35057,122136,244272,0
1994,3796,409,1451,5656,3796,409,1451,5656,11312,0
4878,130344,57875,92735,280954,130344,57875,92735,280954,561908,71751.7969
6616,47784,30483,21667,99934,47784,30483,21667,99934,199868,0
9994,46517,88827,57366,192710,46517,88827,57366,192710,385420,0
9967,7482,15277,11460,34219,7482,15277,11460,34219,68438,0
9757,48332,73058,80383,201773,48332,73058,80383,201773,403546,0
9993,33612,60520,32788,126920,33612,60520,32788,126920,253840,0
1040,24507,16153,68145,108805,24507,16153,68145,108805,217610,0
1212,38661,72121,118226,229008,38661,72121,118226,229008,458016,0
1691,12434,11798,6413,30645,12434,11798,6413,30645,61290,0
8681,469,63,0,532,469,63,0,532,1064,0
9906,19160,35857,13639,68656,19160,35857,13639,68656,137312,0
7027,4360,3304,15242,22906,4360,3304,15242,22906,45812,0
9866,79068,140872,155727,375667,79068,140872,155727,375667,751334,111796.3229
9868,48871,88979,77803,215653,48871,88979,77803,215653,431306,0
9622,16783,45584,19655,82022,16783,45584,19655,82022,164044,0
9490,22490,153931,4307,180728,22490,153931,4307,180728,361456,80.4947
5034,2244,3737,3876,9857,2244,3737,3876,9857,19714,0
9397,14478,126496,85450,226424,14478,126496,85450,226424,452848,0
8713,76047,139335,54324,269706,76047,139335,54324,269706,539412,0
5944,4672,5943,4281,14896,4672,5943,4281,14896,29792,0
8682,215,32,0,247,215,32,0,247,494,0
9039,309481,542044,93542,945067,309481,542044,93542,945067,1890134,69568.0778
9186,100186,149251,114069,363506,100186,149251,114069,363506,727012,0
9187,37890,47424,39955,125269,37890,47424,39955,125269,250538,0
8763,6916,8520,575,16011,6916,8520,575,16011,32022,0
9492,12685,23788,11276,47749,12685,23788,11276,47749,95498,0
8642,286,105,0,391,286,105,0,391,782,0
7744,2721,223,640,3584,2721,223,640,3584,7168,0
5102,11137,37254,64132,112523,11137,37254,64132,112523,225046,0
7745,161603,965817,170088,1297508,161603,965817,170088,1297508,2595016,8690.6257
5282,66471,138714,127464,332649,66471,138714,127464,332649,665298,0
8905,204043,57564,70591,332198,204043,57564,70591,332198,664396,0
4455,5707,2603,624,8934,5707,2603,624,8934,17868,0
7916,36056,53501,11521,101078,36056,53501,11521,101078,202156,0
3190,747486,1136773,1406328,3290587,747486,1136773,1406328,3290587,6581174,47051.1752
2292,63011,127573,79167,269751,63011,127573,79167,269751,539502,89526.2383
5694,95307,106962,120481,322750,95307,106962,120481,322750,645500,0
5584,731246,904855,1949092,3585193,731246,904855,1949092,3585193,7170386,0
5414,38292,39166,156720,234178,38292,39166,156720,234178,468356,0
4520,3188,12527,2096,17811,3188,12527,2096,17811,35622,0
5355,2612294,4332799,5185878,12130971,2612294,4332799,5185878,12130971,24261942,7054987.29720005
2949,39775,43316,50683,133774,39775,43316,50683,133774,267548,0
5358,194688,252200,407964,854852,194688,252200,407964,854852,1709704,0
5234,4385,4429,6988,15802,4385,4429,6988,15802,31604,0
8472,39149,30123,50035,119307,39149,30123,50035,119307,238614,0
5486,130633,236709,396068,763410,130633,236709,396068,763410,1526820,0
9793,115761,186739,265990,568490,115761,186739,265990,568490,1136980,0
5134,7446,11828,31645,50919,7446,11828,31645,50919,101838,0
1901,35523,102210,15471,153204,35523,102210,15471,153204,306408,25346.0151
7471,62621,49740,67407,179768,62621,49740,67407,179768,359536,0
5283,34295,52229,127637,214161,34295,52229,127637,214161,428322,0
5448,179742,936144,761139,1877025,179742,936144,761139,1877025,3754050,9041.6088
3795,50829,6158,31266,88253,50829,6158,31266,88253,176506,0
9894,50887,67508,77910,196305,50887,67508,77910,196305,392610,0
2128,75595,51215,37216,164026,75595,51215,37216,164026,328052,0
5899,218937,299009,320993,838939,218937,299009,320993,838939,1677878,191195.2143
8114,304,162,175,641,304,162,175,641,1282,0
5566,223704,361470,251669,836843,223704,361470,251669,836843,1673686,55099.7079000001
9915,34912,6558,9347,50817,34912,6558,9347,50817,101634,0
3628,56938,8570,18313,83821,56938,8570,18313,83821,167642,0
2950,26087,30249,24313,80649,26087,30249,24313,80649,161298,0
7370,176,69,167,412,176,69,167,412,824,0
2227,15180,32792,11830,59802,15180,32792,11830,59802,119604,0
2824,12739,26454,509,39702,12739,26454,509,39702,79404,0
5056,90018,84241,127944,302203,90018,84241,127944,302203,604406,0
5473,19089.0151168117,36943.7425561154,77080.0458085204,133112.803481448,19089.0151168117,36943.7425561154,77080.0458085204,133112.803481448,266225.606962896,72122.4938
5359,20038.9848831883,38782.2574438846,80915.9541914796,139737.196518552,20038.9848831883,38782.2574438846,80915.9541914796,139737.196518552,279474.393037104,40568.5455
2169,33559,20993,30900,85452,33559,20993,30900,85452,170904,13099.9098
9328,2553089,6355571,1953320,10861980,2553089,6355571,1953320,10861980,21723960,1326789.3615
9395,186510,118732,139488,444730,186510,118732,139488,444730,889460,0
6941,345292,622394,752783,1720469,345292,622394,752783,1720469,3440938,22660.2233
5642,47386,43402,71109,161897,47386,43402,71109,161897,323794,20608.6795
5822,730,10137,4093,14960,730,10137,4093,14960,29920,0
5669,346310,407490,296775,1050575,346310,407490,296775,1050575,2101150,0
7918,1732,70,5060,6862,1732,70,5060,6862,13724,0
5246,477547,429621,736348,1643516,477547,429621,736348,1643516,3287032,298866.8102
8977,56943,99355,15528,171826,56943,99355,15528,171826,343652,0
2121,78071,78438,38798,195307,78071,78438,38798,195307,390614,1375.9436
5049,130782,126726,327109,584617,130782,126726,327109,584617,1169234,0
5135,150254,123415,337150,610819,150254,123415,337150,610819,1221638,0
7349,13862,12164,9723,35749,13862,12164,9723,35749,71498,0
6667,31159,24212,28443,83814,31159,24212,28443,83814,167628,0
6832,22009,20748,57287,100044,22009,20748,57287,100044,200088,0
1542,427854,569609,693502,1690965,427854,569609,693502,1690965,3381930,0
5103,326061,362408,530740,1219209,326061,362408,530740,1219209,2438418,0
6238,30,26,92,148,30,26,92,148,296,0
7068,206546,409109,450254,1065909,206546,409109,450254,1065909,2131818,385499.937
7473,49043,28112,52590,129745,49043,28112,52590,129745,259490,0
5257,48029,80016,64200,192245,48029,80016,64200,192245,384490,4837.3143
375,18033,1255,17815,37103,18033,1255,17815,37103,74206,0
6010,197074,219175,319863,736112,197074,219175,319863,736112,1472224,11341.4862
6815,160051,233043,296019,689113,160051,233043,296019,689113,1378226,0
6959,240983,400758,411800,1053541,240983,400758,411800,1053541,2107082,478.8846
2747,1850,2859,589,5298,1850,2859,589,5298,10596,0
5360,564161,567113,960318,2091592,564161,567113,960318,2091592,4183184,224194.5762
5361,19514,14676,21783,55973,19514,14676,21783,55973,111946,0
1041,69030,112023,260969,442022,69030,112023,260969,442022,884044,0
5459,11145,14641,36802,62588,11145,14641,36802,62588,125176,0
5104,96384,116181,208349,420914,96384,116181,208349,420914,841828,0
5558,133352,134136,326109,593597,133352,134136,326109,593597,1187194,0
3776,16853,41415,5881,64149,16853,41415,5881,64149,128298,0
6004,122579,87950,147463,357992,122579,87950,147463,357992,715984,0
5217,17042,40300,64626,121968,17042,40300,64626,121968,243936,0
1444,3129914,12966513,4742508,20838935,3129914,12966513,4742508,20838935,41677870,3853607.0713
2080,19364,12469,4530,36363,19364,12469,4530,36363,72726,0
4740,29497,79275,18966,127738,29497,79275,18966,127738,255476,342.909
5415,94109,100368,113826,308303,94109,100368,113826,308303,616606,0
5586,210700,233461,279581,723742,210700,233461,279581,723742,1447484,0
5755,152661,789065,274777,1216503,152661,789065,274777,1216503,2433006,123077.2261
